,noun,cnt
18229,이스,4
10807,꼬숩,4
14218,튜울립,4
5857,도심지,4
6907,연민,4
12155,월화,4
11013,월풀,4
4583,포스트,4
5917,소화도,4
14152,초복,4
7161,까운,4
15161,마운,4
5910,순차,4
10232,새별,4
3195,기술자,4
12886,게이,4
17738,성탄,4
3194,공인,4
2058,도레미,4
18595,영광,4
14115,라라,4
9405,알짜,4
10780,친화력,4
1064,종주,4
16634,헛간,4
9417,광합성,4
11018,자제,4
5898,대학병원,4
16621,브렉,4
11453,라시,4
15898,개중,4
5893,자아,4
12207,나누기,4
9409,호일,4
8264,이해해,4
878,도랑,4
11471,형광,4
7116,신선도,4
15199,채용,4
7094,복직,4
15912,아귀찜,4
8651,송악,4
7085,길찾기,4
5940,모야,4
5937,끝물,4
8257,산타모니카,4
3216,성리,4
14096,상반기,4
10201,오프너,4
9392,설득,4
12218,학교생활,4
718,좌쪽,4
12167,약과,4
2047,권수,4
14156,비스타,4
719,배제,4
9442,하늘만,4
14177,민정,4
9397,느랏,4
5930,사유,4
14101,최자,4
11481,대수,4
14168,댜든이,4
10204,백장,4
3887,텔레비전,4
5926,범퍼,4
20241,동쿠,4
15156,디비,4
12908,점유,4
7034,선미,4
18311,오씨,4
7246,쓸모,4
6941,취직,4
12049,매사,4
12275,싸가지,4
6048,악화,4
4660,라이드,4
4659,가림,4
9340,천재,4
18219,고근산,4
12053,구우,4
6951,전송,4
6952,꽃밥,4
6039,뒷문,4
4652,쉬기,4
12060,충봉,4
3957,프라이버시,4
4950,역이기,4
16214,수칙,4
14051,휴대전화,4
7237,여신,4
10135,성별,4
6962,날뻔,4
8655,수상,4
17126,중량,4
9350,상한,4
14289,도예,4
5823,훌륭,4
8233,핸디,4
3952,호르몬,4
3139,참견,4
3828,괜시리,4
14302,리드,4
11521,비보,4
14303,풀밭,4
11554,서초,4
1979,동지,4
3815,오열,4
18348,레진,4
8346,수금,4
6915,거란,4
11550,다이브,4
10113,오들오들,4
16718,합법,4
10284,지세,4
12281,구지,4
12031,벌떡,4
10279,마무,4
6921,기색,4
3821,아랑곳,4
1202,빗자루,4
10823,모말,4
12033,에르메스,4
3130,엄니,4
5815,패인,4
6928,어딘지,4
12926,에디,4
11537,도살,4
15044,우삼겹,4
13141,낚시꾼,4
15965,도란,4
8339,양심,4
1984,써니,4
4940,계심,4
6966,레이크,4
8229,싱크,4
14287,달집,4
3844,고래,4
16680,방출,4
10148,고추가,4
729,결석,4
10149,기호,4
12072,싱싱잇,4
7213,다빈,4
18319,가현,4
7212,초이,4
10254,식대,4
6003,말레이시아,4
3276,대규모,4
10153,어택,4
15953,뽁뽁쓰,4
11506,라자냐,4
1468,로스,4
3945,지안,4
11504,리제,4
4961,만월,4
19361,그랲,4
15878,주현지,4
15104,축복,4
3265,나그네,4
9500,부와,4
8241,페트병,4
2524,간날,4
2015,생신,4
13213,모음,4
5839,샤뜰레,4
6023,노년,4
11517,검증,4
6973,경보,4
6975,부여,4
13214,각의,4
9525,라이더,4
3837,가수,4
3287,화물차,4
8328,칼로리,4
3951,용해,4
13001,구내식당,3
8812,협재온,3
10640,가비,3
8815,반절,3
8647,억대,3
1411,은인,3
10900,소란,3
18738,골프클럽,3
8518,중도,3
8534,굿바이,3
18883,이솝,3
18899,헌터,3
8508,감시,3
8664,화집,3
18885,밍키,3
8665,친히,3
1408,나진,3
8794,태연,3
8658,디노,3
17916,김녕성세기해변,3
17998,붓가케,3
18006,처가,3
18004,이그리,3
11021,호재,3
8796,쫀득하,3
18943,마녀,3
8524,부장,3
18888,장애물,3
10935,기석,3
17994,카펜데,3
18808,태흥,3
11038,퐁당,3
10636,장난꾸러기,3
8818,나가시,3
11044,낭시,3
11121,함부로,3
8663,임무,3
12993,장문,3
8510,이착륙,3
12725,부잣집,3
12869,말년,3
11052,생맥,3
12874,역마,3
12732,통영,3
17849,논짓,3
8803,타자기,3
11120,정신건강,3
10770,룰루,3
11022,땅값,3
10631,똥강아지,3
11032,적하,3
12851,여행사진,3
11115,미움,3
8550,유산소운동,3
10893,머리띠,3
12914,룸레이트,3
12954,터치패드,3
10969,경마장,3
18750,위임,3
18910,루스벨트,3
10985,제비집,3
8575,불의,3
12960,클랑,3
8573,당한,3
8750,인복,3
19700,아롱이,3
17941,돼지껍데기,3
18862,도형,3
10687,돌입,3
8617,남푠,3
8583,피카츄,3
12913,핸디캡,3
12911,부실,3
8621,안내서,3
8570,에티켓,3
18842,재윤군,3
2337,바다해,3
8709,배신,3
10991,갈비탕,3
8565,잠봉,3
11067,일자리,3
12907,하락,3
10680,마가,3
1438,내추럴,3
10841,후진,3
8584,씨유,3
2353,배움,3
10721,글로벌,3
11075,무상,3
10712,땅콩샌드,3
8724,꿀꺽,3
10828,번식,3
10979,성안,3
8596,개체,3
2333,초년,3
18756,환송,3
12940,박동,3
10978,청아,3
18752,어진,3
10831,드니,3
12808,헐레벌떡,3
8604,똥책,3
12949,린넨,3
8729,신라호,3
8591,몸빼바지,3
12816,공항철도,3
12920,새치기,3
12818,인석,3
8730,텔더,3
8732,법인,3
8716,티팟,3
10837,금쪽,3
10984,과점,3
8715,신나요,3
952,발도장,3
10839,안달,3
10996,옆길,3
10729,넘버원,3
10744,근본,3
17858,짜파구리,3
17860,코노,3
8544,좌훈,3
10884,곱빼기,3
10665,항생제,3
17859,술찌,3
11103,영감,3
10738,경쟁률,3
11015,공수,3
8689,파출소,3
10790,기문,3
12897,힌클,3
12895,먹물,3
12764,소나,3
8637,폐쇄,3
8633,구걸,3
18904,모어,3
12894,어로,3
12893,피터팬,3
10786,랄드빛,3
10743,소지,3
10658,인삼,3
2296,쨔잔,3
18879,일사천리,3
17928,보양식,3
10936,토종닭,3
12751,존예,3
8535,어게인,3
2254,왓는데,3
2259,맨드라미,3
12769,꼼지락,3
10809,마리나,3
8697,풀무,3
8759,소냐,3
1434,귤청,3
10999,길잡이,3
10678,교대,3
2355,팔방,3
8764,부작용,3
8765,행여,3
12783,사망,3
10869,트릭,3
11096,사적,3
10804,왕새우,3
10870,살포시,3
19644,테디,3
12843,수만,3
10943,세수,3
10733,여태껏,3
12780,식생,3
10873,수중,3
1426,키보,3
17960,리신,3
10794,상형,3
12845,원주고,3
10880,편임,3
18747,항전,3
12773,아미,3
12772,김군,3
18745,비야,3
17963,물량,3
12870,귤색,3
10391,루카스,3
8827,고투,3
9498,크로스,3
11544,사격,3
11540,곳애월,3
12035,샤핑,3
12039,녹두,3
9552,다희,3
19136,주물,3
12048,예감,3
12050,정적,3
9541,싸구려,3
10127,비욘드,3
11528,쯔유,3
10129,음으로,3
10133,변명,3
1212,튀어,3
18326,지민,3
12069,오브,3
11518,권장,3
10145,팔지,3
19351,양으로,3
12077,싱싱,3
12078,트러플,3
11512,서안,3
11510,핑거푸드,3
2018,중딩,3
9512,손가락질,3
11505,편식,3
9506,회상,3
2020,고학년,3
10160,페이퍼,3
9562,협재바,3
10109,영은,3
11557,크루,3
18552,공동묘지,3
76,윤택,3
10063,페인,3
11598,효능,3
11596,숨골,3
11595,새천년,3
9614,쏜다,3
11980,귀중,3
11984,잉잉,3
18545,몸부림,3
9605,중구,3
10077,스크래치,3
10080,선전,3
18367,엠카,3
9595,창쪽,3
11561,서프라이즈,3
9593,바이오,3
10086,지코,3
11573,루나,3
12004,듁스,3
11572,가내,3
11571,안전벨트,3
11567,오픈카,3
18360,평화로움,3
10093,배드민턴,3
12012,카샤,3
9580,비려,3
10095,손세정제,3
18354,글로리아,3
12090,일주서로,3
12096,알리오,3
12234,목돈,3
12106,계서,3
12178,전직,3
12180,시공간,3
9430,옆모습,3
11465,박해,3
10215,틴드,3
11464,오렌지색,3
9425,사이드카,3
12193,이세,3
11457,테스트,3
9421,일이구,3
9420,머선,3
18251,퇴근길,3
10225,부과,3
12211,종식,3
9406,활기,3
10227,환급,3
10229,플라이트,3
1063,낙오,3
18244,안함,3
18600,왤케,3
10237,작용,3
9398,론칭,3
11443,포부,3
12224,전학,3
9388,릴스,3
9387,세남자,3
12230,스킵,3
11442,우연,3
11437,보냉,3
11475,십자,3
9436,팅팅,3
12175,까스,3
9472,공공기관,3
11498,따땃,3
1082,색달동,3
2030,상향,3
9487,브라운,3
10171,짓골,3
12116,공실이,3
9482,포장마차,3
9480,닥치,3
10174,우주로켓,3
1225,위생용품,3
12125,독서실,3
11493,얼룩,3
9473,라마,3
12128,교육청,3
12173,빠빠이,3
1073,신천,3
12139,동인,3
9465,장도연,3
1657,역쉬,3
12142,고을,3
9459,티포트,3
18579,절제,3
10185,애펜션,3
10189,리철,3
9457,모서리,3
9452,시크릿,3
12159,떳다,3
9449,여니,3
9624,어어어어,3
1709,소듕,3
10058,생리대,3
10057,손톱깎이,3
9814,관상,3
11810,켄풀,3
11813,묶인,3
18479,줍깅,3
11729,일본여행,3
11825,명성,3
1770,카레돈까스,3
11844,반환,3
19227,인디안,3
11852,다야,3
11854,초저녁,3
9781,종교,3
11716,조립,3
11712,스트,3
9919,박사,3
1843,용해도,3
11704,운델,3
9769,개월전,3
11858,한나절,3
11859,타코,3
11860,양고기,3
9930,쓰레기봉투,3
1762,시정,3
1755,옥색,3
19207,이화여대,3
9948,크리스마스트리,3
11886,기진,3
9951,사구,3
11680,장국,3
9818,또륵,3
11733,기말고사,3
9820,커피타임,3
9848,굿즈들,3
11762,매듭,3
11764,랄것,3
9860,파파야,3
1789,기점,3
11761,비상식량,3
18472,과분,3
11770,한텐,3
11756,횟수,3
9871,귀마개,3
1137,석도,3
11755,도우미,3
11753,내적,3
9849,늑대,3
9846,드로잉,3
11802,어복,3
1807,벽쪽,3
9877,등분,3
11752,외적,3
11782,조업,3
11783,잡음,3
18459,치케,3
9828,노닥,3
11795,간김,3
11799,지그,3
19233,퓨전,3
11740,두산백,3
11738,하효동,3
9822,썬글라스,3
9958,머리핀,3
1884,김녕세,3
9725,근접,3
9657,라바다,3
1722,아유,3
11639,화제,3
11637,전업,3
10015,별명,3
10016,손짓,3
11944,잔금,3
10021,카시,3
9661,허들,3
1174,우수수,3
11633,그룹,3
11632,엠블랙,3
9659,왕래,3
10026,드래곤,3
11625,주막,3
10008,카야,3
11621,갱신,3
10037,인간관계,3
9650,건축학개론,3
9646,수배,3
9644,강탈,3
11614,행군,3
11613,흡사,3
10048,에이번,3
11958,오마이갓,3
1186,파리채,3
11607,청양고추,3
11964,냐미,3
9629,라차,3
10010,알바생,3
9675,조작,3
1740,순번,3
9710,노리,3
9724,미쉘,3
9965,만춘,3
11676,단축,3
11895,미닫이문,3
9722,식지,3
9974,중앙시장,3
9976,진돗개,3
11901,대관,3
9715,직화,3
1897,애월곽,3
11903,잔치,3
9977,황구,3
11905,노하우,3
18406,미온수,3
10003,스패니쉬,3
11665,옹포,3
9706,보름달,3
9704,후지,3
9702,투룸집,3
9981,알코올,3
9700,해저,3
9982,일식집,3
11918,문후,3
9694,한나,3
9987,접대,3
11920,검표,3
9684,인화,3
9998,맘때,3
10244,학술,3
12238,아르바이트,3
10627,노잼,3
2196,낙엽,3
9013,렌징,3
10483,친분,3
9011,리무,3
9009,치실,3
9008,양치,3
9003,간편,3
12549,라이즈,3
2182,연등,3
18088,금주,3
8989,게으름,3
11227,풍경사진,3
8984,비건,3
11222,휴지통,3
18081,레인부츠,3
10500,농담,3
12562,위협,3
11220,플레인,3
12563,여종,3
11219,네스프레소,3
10504,가래떡,3
2190,관음,3
11212,로또,3
12566,무한도전,3
11208,운영자,3
10512,지그재그,3
10515,급증,3
1559,에베레스트,3
11204,정육점,3
12579,박살,3
9016,트먼트,3
11237,감독,3
1009,구색,3
9057,어스,3
11277,이탈리아,3
123,계쏙,3
18120,끄레,3
9082,택했다,3
9080,팔면,3
10448,햄볶,3
12489,격차,3
9071,힘껏,3
12496,흐릿,3
12497,아시아,3
12498,시뮬레이션,3
9059,민경,3
2161,단풍나무,3
12502,트램펄린,3
11239,가장자리,3
18110,호근동,3
2163,시기상조,3
1013,난관,3
9044,항공사,3
11257,육박,3
12510,원주민,3
11250,분류,3
18102,애니,3
18101,조회,3
11248,덩굴,3
10472,서너,3
12522,돌다리,3
9029,연두,3
10522,회전목마,3
11201,우하하,3
12244,전투,3
2198,각광,3
10575,독박,3
10578,참깨,3
18963,태희,3
8892,주장,3
2209,산방로,3
11156,흐엉,3
12642,좌판,3
1533,자타,3
1532,식성,3
11155,빌라도,3
10593,명리,3
12649,초월,3
8872,호출,3
8869,근로자,3
11151,갱도,3
8862,로얄,3
8860,위스키,3
12663,밥밥,3
11149,파괴,3
12669,듬삭,3
8850,빨랫대,3
10605,쫘악,3
12677,손해,3
12681,곱닥헌,3
1334,일터,3
11143,보디,3
10617,청하면,3
11142,포스트잇,3
11137,고스트,3
8896,뒷산,3
10572,드애월,3
1540,중립,3
10546,강원,3
11199,한솥,3
11197,뚠뚠,3
12586,손발,3
12591,눈밑,3
1008,웃음꽃,3
18063,끅끆,3
18062,윽끄헝헝흐,3
10532,마음씨,3
18061,흡끄륵,3
10535,협상,3
12602,만화,3
11188,성큼,3
12608,곱닥한,3
10553,질의,3
12638,시금치,3
18970,리솜,3
8920,자두,3
11170,당구,3
10563,리하,3
8916,지각,3
8914,증서,3
19591,구덩이,3
19592,현빈,3
8909,지킴,3
12629,반상,3
8904,토시,3
8901,다섯시,3
997,걱정거리,3
12468,웨하스,3
1574,재킷,3
10435,뒤론,3
9102,그물,3
12319,슴슴하,3
9303,귀차니즘,3
9302,대식,3
1256,당뇨,3
9297,탕진,3
19443,상품화,3
1057,언덕길,3
9293,닌텐도,3
11384,라바,3
19447,창리,3
12335,구울,3
9282,은서,3
11380,밀가루,3
9280,빈도,3
18176,벵듸,3
1614,기념샷,3
9265,악수,3
9256,선라이즈,3
11374,우울증,3
2091,효돈로,3
1041,익숙,3
9249,비트,3
9247,진쫘,3
12373,완화,3
12381,코스터,3
1264,말일,3
12383,쪼끄뜨레,3
11352,탐라국,3
11351,뽈뽈,3
18190,포틀럭파티,3
12316,텐동,3
9308,군말,3
12260,백만원,3
9371,역행,3
12248,월간,3
2067,책보,3
11432,거저,3
9362,이부자리,3
12255,택하,3
10253,신체,3
11431,거여,3
9357,주누,3
10262,벨벳,3
18222,부스럭,3
11424,원더,3
10269,탄수화물,3
11420,폴폴,3
19441,쥐치,3
12261,관해,3
12263,써칭,3
9348,카페동,3
11417,모라,3
9343,빌런,3
10275,예정일,3
11416,고마치,3
11412,서머셋,3
11410,랜딩관,3
9328,오감,3
11402,밀크쉐이크,3
11396,대숲,3
10298,재택,3
10346,구먼,3
11349,모험,3
11347,신정,3
1017,자산,3
9157,체스,3
9154,철학,3
10399,봉개동,3
18137,재래식,3
9146,별일,3
2133,비지니스,3
19503,무호,3
12443,은혜,3
9134,무산,3
12447,레알,3
19031,어버이날,3
11299,냉국,3
9128,동물복지,3
10415,장고,3
9160,징징,3
12455,연산,3
9120,둥슬,3
10419,세화항,3
18126,쿰다,3
9114,수조,3
2139,밥테기,3
10427,전동차,3
19513,용목,3
18669,광양,3
19514,와당,3
9109,횽아,3
19515,종달바,3
10431,연주회,3
9159,문화생활,3
11315,버베나,3
11341,수락,3
10368,디자이너,3
19053,폐업,3
9229,촤라락,3
10357,멋쟁이,3
12388,완죤,3
12391,집섶낭,3
10363,버스정거장,3
9210,또잉,3
18152,장무,3
9206,선원,3
9202,동서,3
10366,골동,3
19048,저스트,3
9198,워진,3
10370,코딩,3
11320,미화,3
2119,모자반,3
10372,따숩,3
12415,앞길,3
11327,크롱,3
10376,청도,3
11326,초도,3
12417,달전,3
19488,미로찾기,3
10379,집안일,3
9182,견학,3
2120,걸죽,3
12420,개인정보,3
11322,퍼레이드,3
12872,박아,3
7855,생물권,3
6675,구급대원,3
15335,고백,3
447,바이브,3
14155,일용,3
7121,문자메시지,3
3200,자그마치,3
14133,애월빵,3
20233,당직,3
7133,김정문,3
7138,열대과일,3
17224,가디언,3
3190,재롱,3
17227,베이트,3
17228,피팅,3
7146,대길,3
436,엘베,3
5724,도니,3
15312,통보,3
3203,지척,3
20240,아티,3
3218,오키나와,3
16551,냐옹,3
5756,비댓,3
5754,타이틀,3
4022,방방곡곡,3
3220,입속,3
14188,관아,3
17186,리듬,3
14174,회맛,3
3217,타자,3
14185,저작권,3
17190,미나,3
7095,주욱,3
14178,추움,3
16545,링거,3
7150,그림자,3
4044,키세,3
14340,소환,3
7168,생생,3
14081,말모,3
15377,송별,3
5660,알파벳,3
5659,영문,3
5648,가축,3
5643,인맥,3
15389,쭈희,3
20195,유닛,3
7222,관람객,3
7225,밀림,3
14061,대별,3
4100,환호,3
17252,당케,3
5638,신자,3
14053,말톡,3
5668,무얼,3
14089,해치,3
15359,삼십분,3
7179,소장,3
7170,사르르,3
3176,유념,3
14098,복리,3
15344,연분홍,3
5698,무지개다리,3
5693,짝사랑,3
7180,세종,3
15358,행벅,3
15351,연두색,3
14093,겟겟,3
15356,건어,3
4063,나즈,3
5682,촬영장,3
15357,히말라야,3
14202,농막,3
5761,일동,3
20259,석벽,3
14210,무덤,3
3311,만추,3
14300,무장,3
15247,올린다,3
14297,다이나믹,3
5830,상설,3
3305,선두,3
14296,속결,3
15248,이입,3
6954,오밀조밀,3
15249,모니터,3
6956,은색,3
3298,총사,3
6958,오드아이,3
3956,적기,3
20289,연승,3
6939,선도,3
15246,제다,3
14306,서광,3
3323,까닭,3
5868,비단,3
6902,버티고,3
14332,트리트먼트,3
3936,타프,3
15215,태양빛,3
6908,문제점,3
5853,빌어,3
16586,쓱싹,3
14318,함유,3
6925,버라이어티,3
3943,은동,3
15229,멀레,3
3316,이마,3
20296,파래,3
14284,골치,3
5820,리뉴얼,3
5819,섭섭,3
14227,부케,3
7026,등제,3
3252,담장,3
7033,폴더,3
16565,타조,3
5772,오만,3
7041,쿨러,3
15294,랩스,3
5795,파더스,3
4007,알럽,3
5768,작별,3
14220,뜻밖,3
14217,보름왓,3
7056,꽃향,3
15299,다니엘,3
15275,수아,3
16568,전파,3
5817,동식물,3
20628,하숙,3
16576,정찬성,3
17130,배상,3
3960,벤자민,3
3961,무어,3
5811,공급,3
5810,틈새,3
15261,쩐다,3
7017,공예품,3
7000,령목,3
17144,안경점,3
14256,물위,3
7012,고등학생,3
14245,반한,3
17153,생활화,3
3134,연어초밥,3
15391,신양,3
5631,교인,3
16426,치즈케잌,3
7474,사후,3
2994,발동,3
13848,이바,3
13844,방울방울,3
15537,사나,3
13842,대피,3
7481,수명,3
5441,볏짚,3
16417,가온,3
13833,조물,3
15541,주민등록,3
16415,답방,3
13825,목숨,3
13820,잠수,3
5428,분점,3
17378,볼살,3
15535,호구,3
7463,경악,3
7443,마르고,3
7433,전담,3
3019,바라지,3
13874,박한별,3
5454,이어폰,3
13871,유의사항,3
13870,얼추,3
3015,탁송,3
5448,구점,3
7447,보폭,3
7450,뾰로롱,3
15532,질적,3
3007,복권,3
20113,우표,3
20109,발장구,3
20738,나쵸,3
13805,신령,3
7503,무궁화,3
17451,올챙이,3
7540,초무,3
13754,방탄소년단,3
15564,실비,3
2958,물통,3
4326,일산,3
17449,임의,3
2952,첫걸음,3
13760,가난,3
7556,샤오미,3
15584,분관,3
4334,시지,3
7572,손흥민,3
7574,거등,3
16381,버련,3
2968,장농,3
366,반찬거리,3
13801,가문,3
13787,닭칼국수,3
16406,성과,3
5421,무관,3
16405,신사,3
2980,기니피그,3
4308,진실,3
5415,조류,3
5412,노인,3
7533,씨앗,3
15561,스코어,3
5408,밭뷰,3
4318,도항,3
13779,유랑,3
4321,미동,3
13766,일본어,3
5473,테크,3
13886,코고,3
17258,스탈,3
7424,참여자,3
14015,양양,3
16479,전광판,3
5604,로나,3
5596,니야,3
4127,과물,3
13998,의뢰,3
3112,노른자,3
4129,심바,3
7294,호시탐탐,3
7295,인피니티,3
15429,도데,3
7299,옹알,3
17287,깃국,3
13992,우르,3
3100,티니,3
17275,멘타,3
3118,분컷,3
14019,티스토리,3
14032,슬립,3
16493,개맛,3
14041,고욤,3
7248,달맞이꽃,3
7249,철쭉,3
15401,손소독제,3
14034,컨트롤,3
7256,계해,3
7267,장르,3
7260,바람바람,3
15405,배포,3
17272,정호영,3
7266,로맨틱,3
15408,유산균,3
15415,등석,3
13986,자개,3
7318,다드,3
7320,원소,3
5507,고분,3
7377,화질,3
16449,가죽,3
4207,불투명,3
13922,퍼팅,3
4214,두런두런,3
4219,자형,3
7407,용수로,3
13943,해동,3
17355,연말정산,3
4226,미닫이,3
7416,영하,3
7417,꾸리,3
15513,다문화,3
7423,옷차림,3
17323,등뼈,3
5534,철철,3
13983,수목,3
15447,호감,3
7326,뿌시,3
5576,최후,3
7329,원시,3
7331,명화,3
7334,오로라,3
4171,차일,3
7338,야호,3
7365,귀환,3
13970,싱숭생숭,3
7347,광부,3
13963,삭제,3
15461,펑크,3
16795,츄르,3
17317,루민,3
15212,갑작스레,3
15204,파절,3
2924,소정방,3
3554,메종글,3
14978,각양각색,3
6463,매칭,3
14995,추진,3
188,멍뭉이,3
3805,망정,3
14715,푸욱,3
6095,한철,3
14710,선흘,3
196,참김,3
3571,키카,3
6092,가늠,3
6088,코힐,3
14702,룸타입,3
6489,흙길,3
14696,짜파게티,3
16883,요망,3
6440,대다수,3
6431,기하,3
3620,통틀어,3
6391,증정,3
14762,고안,3
3778,평야,3
6126,오즈,3
14758,산적,3
6124,니요,3
6123,해면,3
6427,급상승,3
6409,방층,3
6417,제인,3
16751,유스퀘어,3
16747,스파게티,3
14753,와트,3
14752,세금,3
6495,정사각형,3
14695,상식,3
14344,대반,3
20432,큐앤,3
3819,잠결,3
16923,발등,3
14649,눈팅,3
6062,묶음,3
15035,예주,3
6058,수성,3
14640,가마니,3
15048,흥이,3
16703,팔로,3
6042,믹서기,3
14635,때꼭,3
6040,프라이어,3
14629,우리엄마,3
6038,퍼펙트,3
14627,증맬루,3
6534,기보,3
6069,재계약,3
6531,죄송,3
14681,보이스,3
6082,뉘앙스,3
6502,헤드,3
6079,숲펜션,3
3812,평온,3
14687,죽지,3
14685,사부,3
16722,이이이이,3
3816,프레지,3
14672,벵에돔,3
3540,복고,3
14670,참이슬,3
3539,발상,3
20427,이차,3
16918,희소식,3
14765,농작물,3
3775,돌위,3
6139,꼴뚜기,3
6141,중대,3
6213,데미,3
6211,간전,3
14863,거슨,3
6207,친가,3
14916,옥순,3
3698,링고,3
6276,점원,3
14860,당오름,3
14859,타령,3
20510,김녕항,3
6204,명언,3
3754,더미,3
6200,백색소음,3
6293,본도,3
6199,버그,3
