id,name,addr,lat,lng,dong,detailtype
1898,소소밀,제주특별자치도 제주시 한북로 139,33.4636282292805,126.530937098036,오등동,60
1899,소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.2906452180407,126.322194755069,안덕면 서광리,60
1900,솔트스톤브이점,제주특별자치도 제주시 광양14길 14-1,33.497924349406,126.529029344319,이도이동,60
1901,송당나무,제주특별자치도 제주시 구좌읍 송당5길 68-140,33.4769597048872,126.789049241468,구좌읍 송당리,60
1902,숨도(구.석부작박물관),제주특별자치도 서귀포시 일주동로 8941 (호근동),33.2502906728106,126.536006813907,호근동,60
1903,쉐프1192레스토랑,제주특별자치도 서귀포시 성산읍 환해장성로 465,33.3985906779922,126.905191363026,성산읍 온평리,60
1904,쉼멍스테이,제주특별자치도 서귀포시 대정읍 신영로 16-14,33.223636046486,126.245980674009,대정읍 동일리,60
1905,슈몽슈몽,제주특별자치도 제주시 우정로18길 11,33.4848385464579,126.429611539505,외도일동,60
1906,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,33.4441312997032,126.778166881442,구좌읍 송당리,60
1907,스마일러펫,제주특별자치도 제주시 애월읍 상고길 47,33.4699528786559,126.415854101731,애월읍 하귀1리,60
1908,스시혼,제주특별자치도 제주시 1100로 3191,33.4714616913043,126.484386708141,노형동,60
1909,스위트모텔,제주특별자치도 제주시 삼무로3길 9,33.4902091675253,126.494879014225,연동,60
1910,스테이지 버거,제주특별자치도 제주시 구좌읍 해맞이해안로 2361,33.4904068373437,126.910720333649,구좌읍 종달리,60
1911,스팅그레이,제주특별자치도 제주시 한경면 대한로 860-41,33.3040831101217,126.247343866888,한경면 청수리,60
1912,슬로보트,제주특별자치도 제주시 애월읍 하귀2길 46-16,33.490099197435,126.414373843192,애월읍 하귀1리,60
1913,시루네펜션,제주특별자치도 서귀포시 검은여로 79,33.2506445629127,126.581066604939,토평동,60
1914,식전당포,제주특별자치도 제주시 광양14길 17-1,33.497581678939,126.52924943718,이도이동,60
1915,신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.4260423785235,126.926442688389,성산읍 고성리,60
1916,신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,33.3434285042685,126.173908545785,한경면 신창리,60
1917,아뜨네통나무펜션,제주특별자치도 제주시 애월읍 상하귀길 91,33.47583719327,126.416236455537,애월읍 하귀1리,60
1918,아라i동물병원,제주특별자치도 제주시 인다6길 45,33.4751788818616,126.548002526674,아라일동,60
1919,아란치아,제주특별자치도 서귀포시 염돈로 65,33.2545881973713,126.491988508999,강정동,60
1920,아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,33.4476795924933,126.777366485068,구좌읍 송당리,60
1921,아스쿰,제주특별자치도 제주시 연북신설길 39,33.4968707401575,126.552427588875,이도이동,60
1922,아우아우,제주특별자치도 제주시 조천읍 와산3길 13-105,33.488212057621,126.693213488961,조천읍 와산리,60
1923,아지트포독,제주특별자치도 서귀포시 중앙로 198-20,33.2620321692747,126.560616672158,동홍동,60
1924,아침미소목장,제주특별자치도 제주시 첨단동길 160-20,33.4547876226385,126.586252039479,월평동,60
1925,"안녕, 상이 친구들",제주특별자치도 제주시 아란7길 47,33.4742451490743,126.540367022706,아라일동,60
1926,앙리젤,제주특별자치도 제주시 노형12길 23,33.482619138734,126.480490828681,노형동,60
1927,애견동반 상추네,제주특별자치도 서귀포시 검은여로 81-3,33.2505949553621,126.580686754428,토평동,60
1928,애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111,33.456132750896,126.308883099393,애월읍 곽지리,60
1929,애월오누이,제주특별자치도 제주시 애월읍 애월로9길 54,33.4667123823146,126.318801214558,애월읍 애월리,60
