station,down_on_2016,down_off_2016,down_total_2016,down_kilo_2016,up_on_2016,up_off_2016,up_total_2016,up_kilo_2016,total_2016,on_ktx_2016,on_saemaul_2016,on_mugungwha_2016,on_commute_2016,on_total_2016,off_ktx_2016,off_saemaul_2016,off_mugungwha_2016,off_commute_2016,off_total_2016,down_on_2017,down_off_2017,down_total_2017,down_kilo_2017,up_on_2017,up_off_2017,up_total_2017,up_kilo_2017,total_2017,on_ktx_2017,on_saemaul_2017,on_mugungwha_2017,on_commute_2017,on_total_2017,off_ktx_2017,off_saemaul_2017,off_mugungwha_2017,off_commute_2017,off_total_2017,down_on_2018,down_off_2018,down_total_2018,down_kilo_2018,up_on_2018,up_off_2018,up_total_2018,up_kilo_2018,total_2018,on_ktx_2018,on_saemaul_2018,on_mugungwha_2018,on_commute_2018,on_total_2018,off_ktx_2018,off_saemaul_2018,off_mugungwha_2018,off_commute_2018,off_total_2018,down_on_2019,down_off_2019,down_total_2019,down_kilo_2019,up_on_2019,up_off_2019,up_total_2019,up_kilo_2019,total_2019,on_ktx_2019,on_saemaul_2019,on_mugungwha_2019,on_commute_2019,on_total_2019,off_ktx_2019,off_saemaul_2019,off_mugungwha_2019,off_commute_2019,off_total_2019,down_on_2020,down_off_2020,down_total_2020,down_kilo_2020,up_on_2020,up_off_2020,up_total_2020,up_kilo_2020,total_2020,on_ktx_2020,on_saemaul_2020,on_mugungwha_2020,on_commute_2020,on_total_2020,off_ktx_2020,off_saemaul_2020,off_mugungwha_2020,off_commute_2020,off_total_2020,down_on_2021,down_off_2021,down_total_2021,down_kilo_2021,up_on_2021,up_off_2021,up_total_2021,up_kilo_2021,total_2021,on_ktx_2021,on_saemaul_2021,on_mugungwha_2021,on_commute_2021,on_total_2021,off_ktx_2021,off_saemaul_2021,off_mugungwha_2021,off_commute_2021,off_total_2021,down_on_2022,down_off_2022,down_total_2022,down_kilo_2022,up_on_2022,up_off_2022,up_total_2022,up_kilo_2022,total_2022,on_ktx_2022,on_saemaul_2022,on_mugungwha_2022,on_commute_2022,on_total_2022,off_ktx_2022,off_saemaul_2022,off_mugungwha_2022,off_commute_2022,off_total_2022
벌교,5422.0,7440.0,12862.0,1361872.0,9075.0,5603.0,14678.0,435965.0,27540.0,0.0,1446.0,13051.0,0.0,14497.0,0.0,893.0,12150.0,0.0,13043.0,4552,7391,11943.0,1004659.0,6845,4192,11037.0,633158.7,22980.0,0.0,872.0,10525.0,0.0,11397.0,0.0,1600.0,9983.0,0.0,11583.0,3997,7586,11583,1006316,6665,4160,10825,602694,22408.0,0,965.0,9697.0,0.0,10662,0,1755.0,9991.0,0.0,11746,3953.0,7079.0,11032.0,949559.45,6722.0,3744.0,10466.0,492553.45,21498.0,0.0,1151.0,9524.0,0.0,10675.0,0.0,1166.0,9657.0,0.0,10823.0,2389.0,4074.0,6463.0,445969.94,3663.0,2679.0,6342.0,287473.36000000004,12805.0,0.0,326.0,5726.0,0.0,6052.0,0.0,305.0,6448.0,0.0,6753.0,2974.0,3458.0,6432.0,297642.69,3340.0,3427.0,6767.0,293864.61,13199.0,0.0,23.0,6291.0,0.0,6314.0,0.0,21.0,6864.0,0.0,6885.0,4509.0,3479.0,7988.0,262773.71,3563.0,5096.0,8659.0,361716.69,16647.0,0.0,305.0,7767.0,0.0,8072.0,0.0,292.0,8283.0,0.0,8575.0
별어곡,37.0,15.0,52.0,485.0,17.0,27.0,44.0,173.0,96.0,0.0,54.0,0.0,0.0,54.0,0.0,42.0,0.0,0.0,42.0,32,45,77.0,2670.8,36,61,97.0,3620.4,174.0,0.0,68.0,0.0,0.0,68.0,0.0,106.0,0.0,0.0,106.0,48,39,87,3072,47,40,87,3151,174.0,0,95.0,0.0,0.0,95,0,79.0,0.0,0.0,79,85.0,9.0,94.0,1651.83,39.0,76.0,115.0,13948.77,209.0,0.0,124.0,0.0,0.0,124.0,0.0,85.0,0.0,0.0,85.0,22.0,0.0,22.0,0.0,6.0,19.0,25.0,4661.1,47.0,0.0,28.0,0.0,0.0,28.0,0.0,19.0,0.0,0.0,19.0,0.0,1.0,1.0,416.6,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,15.0,28.0,43.0,8395.45,51.0,4.0,55.0,1199.35,98.0,0.0,66.0,0.0,0.0,66.0,0.0,32.0,0.0,0.0,32.0
보성,19581.0,27316.0,46897.0,5793960.0,27574.0,22093.0,49667.0,1073720.0,96564.0,0.0,2641.0,44514.0,0.0,47155.0,0.0,2254.0,47155.0,0.0,49409.0,13500,27488,40988.0,3976842.9,26180,14796,40976.0,2040875.8,81964.0,0.0,3284.0,36396.0,0.0,39680.0,0.0,3370.0,38914.0,0.0,42284.0,11288,23682,34970,3433460,23637,11864,35501,1700463,70471.0,0,2626.0,32299.0,0.0,34925,0,2595.0,32951.0,0.0,35546,12035.0,21740.0,33775.0,3246693.63,22177.0,12101.0,34278.0,1795118.87,68053.0,0.0,2427.0,31785.0,0.0,34212.0,0.0,2463.0,31378.0,0.0,33841.0,9222.0,13475.0,22697.0,1766981.5299999998,14082.0,9188.0,23270.0,1192936.17,45967.0,0.0,684.0,22620.0,0.0,23304.0,0.0,627.0,22036.0,0.0,22663.0,10777.0,10363.0,21140.0,1032962.27,10795.0,10860.0,21655.0,1080809.13,42795.0,0.0,45.0,21527.0,0.0,21572.0,0.0,34.0,21189.0,0.0,21223.0,14702.0,10111.0,24813.0,766701.2000000001,10574.0,14572.0,25146.0,1029029.5,49959.0,0.0,809.0,24467.0,0.0,25276.0,0.0,772.0,23911.0,0.0,24683.0
봉화,8602.0,5707.0,14309.0,892228.0,5583.0,9745.0,15328.0,161013.0,29637.0,0.0,515.0,13670.0,0.0,14185.0,0.0,499.0,14953.0,0.0,15452.0,8722,6029,14751.0,670842.7,5779,9747,15526.0,1034278.9,30277.0,0.0,833.0,13668.0,0.0,14501.0,0.0,665.0,15111.0,0.0,15776.0,8441,5413,13854,628867,6266,9604,15870,1042616,29724.0,0,898.0,13809.0,0.0,14707,0,758.0,14259.0,0.0,15017,9090.0,5414.0,14504.0,624333.83,5049.0,9921.0,14970.0,1097133.87,29474.0,0.0,690.0,13449.0,0.0,14139.0,0.0,591.0,14744.0,0.0,15335.0,4565.0,2193.0,6758.0,204598.07,2231.0,5736.0,7967.0,518706.93,14725.0,0.0,106.0,6690.0,0.0,6796.0,0.0,70.0,7859.0,0.0,7929.0,3092.0,6670.0,9762.0,523898.71,5416.0,2939.0,8355.0,229241.79,18117.0,0.0,80.0,8428.0,0.0,8508.0,0.0,10.0,9599.0,,9609.0,5525.0,5781.0,11306.0,487093.55,5371.0,6453.0,11824.0,532999.25,23130.0,0.0,187.0,10709.0,0.0,10896.0,0.0,25.0,12209.0,0.0,12234.0
부강,23457.0,36838.0,60295.0,4527390.0,43155.0,25353.0,68508.0,2824324.0,128803.0,0.0,0.0,66612.0,0.0,66612.0,0.0,0.0,62191.0,0.0,62191.0,21872,33246,55118.0,2862652.3,36449,22976,59425.0,1978352.2,114543.0,0.0,0.0,58321.0,0.0,58321.0,0.0,0.0,56222.0,0.0,56222.0,20936,32678,53614,2698822,35864,23770,59634,1963125,113248.0,0,0.0,56800.0,0.0,56800,0,0.0,56448.0,0.0,56448,19357.0,31411.0,50768.0,2596718.19,34907.0,21785.0,56692.0,1800945.71,107460.0,0.0,192.0,54072.0,0.0,54264.0,0.0,0.0,53196.0,0.0,53196.0,12223.0,20444.0,32667.0,1635826.12,23042.0,13823.0,36865.0,1106046.98,69532.0,0.0,0.0,35265.0,0.0,35265.0,0.0,0.0,34267.0,0.0,34267.0,12962.0,26510.0,39472.0,2092430.94,28385.0,13131.0,41516.0,1036428.16,80988.0,0.0,0.0,41347.0,0.0,41347.0,0.0,0.0,39641.0,0.0,39641.0,13841.0,32228.0,46069.0,2624046.98,35550.0,15530.0,51080.0,1264473.42,97149.0,0.0,0.0,49391.0,0.0,49391.0,0.0,0.0,47758.0,0.0,47758.0
부전,527613.0,241312.0,768925.0,3522115.0,235104.0,539853.0,774957.0,48692601.0,1543882.0,0.0,557.0,762160.0,0.0,762717.0,0.0,129.0,781036.0,0.0,781165.0,461414,199491,660905.0,17000667.6,186689,456470,643159.0,38194096.1,1304064.0,0.0,9045.0,639058.0,0.0,648103.0,0.0,8929.0,647032.0,0.0,655961.0,441321,211385,652706,17462878,198675,439664,638339,35757056,1291045.0,0,9630.0,630366.0,0.0,639996,0,9986.0,641063.0,0.0,651049,443574.0,203694.0,647268.0,16466626.07,190625.0,444706.0,635331.0,35310926.93,1282599.0,0.0,9620.0,624579.0,0.0,634199.0,0.0,9984.0,638416.0,0.0,648400.0,296547.0,116391.0,412938.0,9304981.58,111809.0,292290.0,404099.0,22894154.52,817037.0,0.0,5653.0,402703.0,0.0,408356.0,0.0,5796.0,402885.0,0.0,408681.0,336342.0,136359.0,472701.0,10932911.26,101467.0,296061.0,397528.0,23305702.64,870229.0,0.0,6528.0,431281.0,0.0,437809.0,0.0,6932.0,425488.0,0.0,432420.0,74272.0,162112.0,236384.0,15637217.14,160220.0,80166.0,240386.0,7713914.16,476770.0,0.0,9186.0,225306.0,0.0,234492.0,0.0,10354.0,231924.0,0.0,242278.0
북영천,1711.0,2884.0,4595.0,747533.0,3833.0,799.0,4632.0,10307.0,9227.0,0.0,0.0,5544.0,0.0,5544.0,0.0,0.0,3683.0,0.0,3683.0,343,2456,2799.0,406893.9,4262,460,4722.0,76209.8,7521.0,0.0,0.0,4605.0,0.0,4605.0,0.0,0.0,2916.0,0.0,2916.0,216,2284,2500,422839,3782,259,4041,47949,6541.0,0,0.0,3998.0,0.0,3998,0,0.0,2543.0,0.0,2543,277.0,2036.0,2313.0,338063.64,3368.0,459.0,3827.0,76213.76,6140.0,0.0,0.0,3645.0,0.0,3645.0,0.0,0.0,2495.0,0.0,2495.0,140.0,1020.0,1160.0,171199.51,1803.0,213.0,2016.0,35750.49,3176.0,0.0,0.0,1943.0,0.0,1943.0,0.0,0.0,1233.0,0.0,1233.0,1072.0,212.0,1284.0,18048.38,252.0,1364.0,1616.0,116122.62,2900.0,0.0,0.0,1324.0,0.0,1324.0,0.0,0.0,1576.0,0.0,1576.0,1403.0,421.0,1824.0,37828.87,308.0,1760.0,2068.0,158144.43,3892.0,0.0,0.0,1711.0,0.0,1711.0,0.0,0.0,2181.0,0.0,2181.0
북천,2672.0,11665.0,14337.0,1360139.0,11845.0,2589.0,14434.0,270551.0,28771.0,0.0,702.0,13815.0,0.0,14517.0,0.0,1011.0,13243.0,0.0,14254.0,3312,16389,19701.0,1242063.5,16070,3207,19277.0,250475.6,38978.0,0.0,1336.0,18046.0,0.0,19382.0,0.0,2203.0,17393.0,0.0,19596.0,3048,14754,17802,1337908,14477,2904,17381,259709,35183.0,0,1828.0,15697.0,0.0,17525,0,2068.0,15590.0,0.0,17658,2114.0,12602.0,14716.0,1181020.64,12244.0,2143.0,14387.0,201161.96,29103.0,0.0,1312.0,13046.0,0.0,14358.0,0.0,1568.0,13177.0,0.0,14745.0,863.0,5004.0,5867.0,424891.39,5065.0,830.0,5895.0,70756.31,11762.0,0.0,156.0,5772.0,0.0,5928.0,0.0,191.0,5643.0,0.0,5834.0,993.0,5054.0,6047.0,431295.13,4768.0,955.0,5723.0,81346.17,11770.0,0.0,9.0,5752.0,0.0,5761.0,0.0,4.0,6005.0,0.0,6009.0,1968.0,9373.0,11341.0,734803.37,8833.0,1978.0,10811.0,156507.23,22152.0,0.0,280.0,10521.0,0.0,10801.0,0.0,420.0,10931.0,0.0,11351.0
분천,69787.0,45368.0,115155.0,4252693.0,31019.0,50306.0,81325.0,4326557.0,196480.0,0.0,64955.0,35851.0,0.0,100806.0,0.0,62923.0,32751.0,0.0,95674.0,80268,41533,121801.0,3932790.0,34713,61577,96290.0,4795579.5,218091.0,0.0,76279.0,38702.0,0.0,114981.0,0.0,68550.0,34560.0,0.0,103110.0,55801,37928,93729,3408147,28038,43948,71986,2694951,165715.0,0,50245.0,33594.0,0.0,83839,0,43512.0,38364.0,0.0,81876,58254.0,27175.0,85429.0,2745342.31,28049.0,49566.0,77615.0,2953303.49,163044.0,0.0,54793.0,31510.0,0.0,86303.0,0.0,50862.0,25879.0,0.0,76741.0,17694.0,7574.0,25268.0,883879.24,8168.0,17900.0,26068.0,902990.36,51336.0,0.0,14935.0,10927.0,0.0,25862.0,0.0,15981.0,9493.0,0.0,25474.0,10868.0,2612.0,13480.0,177148.55,2864.0,8153.0,11017.0,438855.95,24497.0,0.0,5330.0,8402.0,0.0,13732.0,0.0,4850.0,5915.0,0.0,10765.0,54816.0,6905.0,61721.0,531956.97,8131.0,48545.0,56676.0,2386753.53,118397.0,0.0,46010.0,16937.0,0.0,62947.0,0.0,42253.0,13197.0,0.0,55450.0
비동,16.0,0.0,16.0,0.0,10.0,45.0,55.0,5297.0,71.0,0.0,26.0,0.0,0.0,26.0,0.0,45.0,0.0,0.0,45.0,33,13,46.0,158.2,14,26,40.0,316.4,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,39,12,51,161,9,30,39,402,90.0,0,48.0,0.0,0.0,48,0,42.0,0.0,0.0,42,51.0,1.0,52.0,5.88,19.0,134.0,153.0,787.42,205.0,0.0,70.0,0.0,0.0,70.0,0.0,135.0,0.0,0.0,135.0,23.0,3.0,26.0,43.51,6.0,34.0,40.0,493.09,66.0,0.0,29.0,0.0,0.0,29.0,0.0,37.0,0.0,0.0,37.0,16.0,4.0,20.0,338.51,15.0,11.0,26.0,930.89,46.0,0.0,31.0,0.0,0.0,31.0,0.0,15.0,0.0,0.0,15.0,39.0,36.0,75.0,921.15,76.0,68.0,144.0,1739.95,219.0,0.0,115.0,0.0,0.0,115.0,0.0,104.0,0.0,0.0,104.0
사북,13159.0,68750.0,81909.0,5170000.0,68244.0,11063.0,79307.0,216835.0,161216.0,0.0,0.0,81403.0,0.0,81403.0,0.0,0.0,79813.0,0.0,79813.0,11401,63990,75391.0,9410625.4,64375,9240,73615.0,1363972.0,149006.0,0.0,20.0,75756.0,0.0,75776.0,0.0,407.0,72823.0,0.0,73230.0,12325,53272,65597,7604032,52560,9679,62239,1381578,127836.0,0,0.0,64885.0,0.0,64885,0,0.0,62951.0,0.0,62951,13809.0,62002.0,75811.0,8524686.55,59432.0,11321.0,70753.0,1556530.05,,0.0,0.0,73241.0,0.0,73241.0,0.0,0.0,73323.0,0.0,73323.0,6356.0,24359.0,30715.0,3259655.12,24100.0,5317.0,29417.0,711506.48,,0.0,0.0,30456.0,0.0,30456.0,0.0,0.0,29676.0,0.0,29676.0,7860.0,42544.0,50404.0,5649314.48,40627.0,6500.0,47127.0,863119.22,97531.0,0.0,0.0,48487.0,0.0,48487.0,0.0,0.0,49044.0,0.0,49044.0,11975.0,62862.0,74837.0,8492604.43,62494.0,10485.0,72979.0,1416514.87,147816.0,0.0,0.0,74469.0,0.0,74469.0,0.0,0.0,73347.0,0.0,73347.0
사상,14867.0,22494.0,37361.0,5792205.0,19350.0,17002.0,36352.0,181921.0,73713.0,0.0,0.0,34217.0,0.0,34217.0,0.0,0.0,39496.0,0.0,39496.0,16757,20256,37013.0,1332628.4,18459,17724,36183.0,1245335.5,73196.0,0.0,452.0,34764.0,0.0,35216.0,0.0,452.0,37528.0,0.0,37980.0,13952,20315,34267,1256716,17330,15862,33192,987105,67459.0,0,24.0,31258.0,0.0,31282,0,24.0,36153.0,0.0,36177,16540.0,17295.0,33835.0,1102518.17,14251.0,19014.0,33265.0,1212100.63,67100.0,0.0,0.0,30791.0,0.0,30791.0,0.0,0.0,36309.0,0.0,36309.0,12911.0,13360.0,26271.0,886691.1,11720.0,13512.0,25232.0,896779.2,51503.0,0.0,0.0,24631.0,0.0,24631.0,0.0,0.0,26872.0,0.0,26872.0,14126.0,13337.0,27463.0,873343.62,10956.0,15701.0,26657.0,1028144.88,54120.0,0.0,0.0,25082.0,0.0,25082.0,0.0,0.0,29038.0,0.0,29038.0,18980.0,12613.0,31593.0,854158.12,9225.0,19855.0,29080.0,1344589.68,60673.0,0.0,0.0,28205.0,0.0,28205.0,0.0,0.0,32468.0,0.0,32468.0
삼랑진,131612.0,75407.0,207019.0,17434098.0,77475.0,137772.0,215247.0,9740480.0,422266.0,0.0,2045.0,207042.0,0.0,209087.0,0.0,1507.0,211672.0,0.0,213179.0,130648,74794,205442.0,3630607.8,75200,133313,208513.0,6422431.5,413955.0,0.0,1470.0,204378.0,0.0,205848.0,0.0,748.0,207359.0,0.0,208107.0,130124,70678,200802,3399136,68733,130816,199549,6265986,400351.0,0,1305.0,197552.0,0.0,198857,0,1038.0,200456.0,0.0,201494,117530.0,67329.0,184859.0,3074737.79,70282.0,123434.0,193716.0,5630414.31,378575.0,0.0,1089.0,186723.0,0.0,187812.0,0.0,1453.0,189310.0,0.0,190763.0,79075.0,47213.0,126288.0,2035905.08,48253.0,82230.0,130483.0,3545112.52,256771.0,0.0,328.0,127000.0,0.0,127328.0,0.0,542.0,128901.0,0.0,129443.0,82434.0,47163.0,129597.0,2008630.09,49731.0,85861.0,135592.0,3657209.21,265189.0,0.0,8.0,132157.0,0.0,132165.0,0.0,14.0,133010.0,0.0,133024.0,94358.0,59791.0,154149.0,2624981.99,54574.0,90581.0,145155.0,3968736.81,299304.0,0.0,2445.0,146487.0,0.0,148932.0,0.0,1507.0,148865.0,0.0,150372.0
삼례,20796.0,34642.0,55438.0,6190525.0,35435.0,18957.0,54392.0,4020780.0,109830.0,0.0,0.0,56231.0,0.0,56231.0,0.0,0.0,53599.0,0.0,53599.0,18176,35737,53913.0,4173212.5,36066,16780,52846.0,1959495.9,106759.0,0.0,0.0,54242.0,0.0,54242.0,0.0,0.0,52517.0,0.0,52517.0,20119,38958,59077,4563593,40254,18327,58581,2146849,117658.0,0,0.0,60373.0,0.0,60373,0,0.0,57285.0,0.0,57285,20344.0,40324.0,60668.0,4658521.71,43108.0,19540.0,62648.0,2257402.89,123316.0,0.0,0.0,63452.0,0.0,63452.0,0.0,0.0,59864.0,0.0,59864.0,12993.0,26278.0,39271.0,2947841.15,28311.0,12491.0,40802.0,1401228.55,80073.0,0.0,0.0,41304.0,0.0,41304.0,0.0,0.0,38769.0,0.0,38769.0,15615.0,30932.0,46547.0,3336409.16,33601.0,14625.0,48226.0,1577492.04,94773.0,0.0,0.0,49216.0,0.0,49216.0,0.0,0.0,45557.0,0.0,45557.0,18781.0,34189.0,52970.0,3405658.64,36914.0,17546.0,54460.0,1747804.46,107430.0,0.0,0.0,55695.0,0.0,55695.0,0.0,0.0,51735.0,0.0,51735.0
삼탄,358.0,3815.0,4173.0,235386.0,3620.0,415.0,4035.0,4233.0,8208.0,0.0,1538.0,2440.0,0.0,3978.0,0.0,1538.0,2692.0,0.0,4230.0,837,6658,7495.0,779008.6,6771,1244,8015.0,158904.1,15510.0,0.0,1137.0,6471.0,0.0,7608.0,0.0,1139.0,6763.0,0.0,7902.0,627,6260,6887,821077,6191,939,7130,123162,14017.0,0,0.0,6818.0,0.0,6818,0,0.0,7199.0,0.0,7199,683.0,6539.0,7222.0,762797.51,6000.0,633.0,6633.0,73841.69,13855.0,0.0,0.0,6683.0,0.0,6683.0,0.0,0.0,7172.0,0.0,7172.0,384.0,668.0,1052.0,29689.47,474.0,347.0,821.0,15422.53,1873.0,0.0,0.0,858.0,0.0,858.0,0.0,0.0,1015.0,0.0,1015.0,319.0,935.0,1254.0,46447.97,816.0,355.0,1171.0,17635.33,2425.0,0.0,0.0,1135.0,0.0,1135.0,0.0,0.0,1290.0,0.0,1290.0,365.0,1912.0,2277.0,199592.16,1838.0,426.0,2264.0,21285.54,4541.0,0.0,620.0,1583.0,0.0,2203.0,0.0,620.0,1718.0,0.0,2338.0
삽교,11840.0,94711.0,106551.0,4025218.0,101649.0,11861.0,113510.0,1238288.0,220061.0,0.0,14108.0,99381.0,0.0,113489.0,0.0,17601.0,88971.0,0.0,106572.0,11293,94377,105670.0,8199565.5,99486,10780,110266.0,971701.3,215936.0,0.0,13746.0,97033.0,0.0,110779.0,0.0,19164.0,85993.0,0.0,105157.0,11588,97862,109450,8353334,102074,11218,113292,1004690,222742.0,0,14415.0,99247.0,0.0,113662,0,20874.0,88206.0,0.0,109080,11899.0,103897.0,115796.0,8971970.72,109103.0,11344.0,120447.0,1032257.38,236243.0,0.0,15323.0,105679.0,0.0,121002.0,0.0,22568.0,92673.0,0.0,115241.0,7149.0,70600.0,77749.0,5905644.88,73219.0,6753.0,79972.0,591204.82,157721.0,0.0,9884.0,70484.0,0.0,80368.0,0.0,14785.0,62568.0,0.0,77353.0,7855.0,77545.0,85400.0,6382905.380000001,79969.0,7646.0,87615.0,644044.12,173015.0,0.0,13763.0,74061.0,0.0,87824.0,0.0,17570.0,67621.0,0.0,85191.0,10168.0,94261.0,104429.0,7821831.06,99013.0,9645.0,108658.0,805479.4400000001,213087.0,0.0,20082.0,89099.0,0.0,109181.0,0.0,22055.0,81851.0,0.0,103906.0
상동,36467.0,12555.0,49022.0,2934104.0,12052.0,30340.0,42392.0,1526102.0,91414.0,0.0,0.0,48519.0,0.0,48519.0,0.0,0.0,42895.0,0.0,42895.0,36809,13163,49972.0,811322.6,12264,32056,44320.0,1975822.9,94292.0,0.0,0.0,49073.0,0.0,49073.0,0.0,0.0,45219.0,0.0,45219.0,34367,13309,47676,823539,12457,29478,41935,1824050,89611.0,0,0.0,46824.0,0.0,46824,0,0.0,42787.0,0.0,42787,33311.0,14079.0,47390.0,861602.02,13381.0,28310.0,41691.0,1732506.08,89081.0,0.0,0.0,46692.0,0.0,46692.0,0.0,0.0,42389.0,0.0,42389.0,22170.0,8160.0,30330.0,476725.12,7696.0,19782.0,27478.0,1155707.88,57808.0,0.0,0.0,29866.0,0.0,29866.0,0.0,0.0,27942.0,0.0,27942.0,22339.0,8721.0,31060.0,516835.3,8247.0,19211.0,27458.0,1138507.4,58518.0,0.0,0.0,30586.0,0.0,30586.0,0.0,0.0,27932.0,0.0,27932.0,25294.0,11126.0,36420.0,663373.85,9359.0,20633.0,29992.0,1230216.85,66412.0,0.0,0.0,34653.0,0.0,34653.0,0.0,0.0,31759.0,0.0,31759.0
상주,75989.0,5810.0,81799.0,281204.0,5828.0,71143.0,76971.0,6545156.0,158770.0,0.0,0.0,81817.0,0.0,81817.0,0.0,0.0,76953.0,0.0,76953.0,70735,5444,76179.0,627268.2999999999,4870,67937,72807.0,7599587.1,148986.0,0.0,669.0,74936.0,0.0,75605.0,0.0,669.0,72712.0,0.0,73381.0,66923,6315,73238,696027,5593,65546,71139,7024760,144377.0,0,343.0,72173.0,0.0,72516,0,343.0,71518.0,0.0,71861,40100.0,8923.0,49023.0,418679.44,7969.0,37884.0,45853.0,1864476.46,94876.0,0.0,437.0,47632.0,0.0,48069.0,0.0,437.0,46370.0,0.0,46807.0,26669.0,5577.0,32246.0,240407.38,5177.0,26027.0,31204.0,1121944.22,63450.0,0.0,0.0,31846.0,0.0,31846.0,0.0,0.0,31604.0,0.0,31604.0,19287.0,3715.0,23002.0,148298.91,3723.0,18661.0,22384.0,744927.59,45386.0,0.0,0.0,23010.0,0.0,23010.0,0.0,0.0,22376.0,0.0,22376.0,28304.0,6363.0,34667.0,256337.47,6502.0,27187.0,33689.0,1095245.43,68356.0,0.0,0.0,34806.0,0.0,34806.0,0.0,0.0,33550.0,0.0,33550.0
서광주,3569.0,9234.0,12803.0,2518112.0,9364.0,2926.0,12290.0,30138.0,25093.0,0.0,0.0,12933.0,0.0,12933.0,0.0,0.0,12160.0,0.0,12160.0,3999,7063,11062.0,669321.4,6829,3010,9839.0,285241.1,20901.0,0.0,0.0,10828.0,0.0,10828.0,0.0,0.0,10073.0,0.0,10073.0,3465,5557,9022,541392,5631,2751,8382,268017,17404.0,0,0.0,9096.0,0.0,9096,0,0.0,8308.0,0.0,8308,3433.0,5320.0,8753.0,519123.33,5488.0,2934.0,8422.0,286298.47,17175.0,0.0,0.0,8921.0,0.0,8921.0,0.0,0.0,8254.0,0.0,8254.0,2674.0,3356.0,6030.0,287028.95,3068.0,2153.0,5221.0,184139.85,11251.0,0.0,0.0,5742.0,0.0,5742.0,0.0,0.0,5509.0,0.0,5509.0,1649.0,3932.0,5581.0,306627.23,3551.0,1234.0,4785.0,96101.57,10366.0,0.0,6.0,5194.0,0.0,5200.0,0.0,8.0,5158.0,0.0,5166.0,580.0,5661.0,6241.0,425781.67,5299.0,518.0,5817.0,38481.53,12058.0,0.0,87.0,5792.0,0.0,5879.0,0.0,89.0,6090.0,0.0,6179.0
서대전,834695.0,1044738.0,1879433.0,109697490.0,1038514.0,804988.0,1843502.0,84523740.0,3722935.0,344153.0,353418.0,1175638.0,0.0,1873209.0,309111.0,354797.0,1185818.0,0.0,1849726.0,890169,1008427,1898596.0,126585893.6,1019794,866427,1886221.0,101792602.4,3784817.0,434525.0,372419.0,1103019.0,0.0,1909963.0,389823.0,363075.0,1121956.0,0.0,1874854.0,894861,1068693,1963554,138067924,1107315,870975,1978290,102684196,3941844.0,502880,380759.0,1118537.0,0.0,2002176,436986,367397.0,1135285.0,0.0,1939668,899295.0,1094554.0,1993849.0,140750903.49,1129688.0,877425.0,2007113.0,102881399.71,4000962.0,512249.0,385675.0,1131059.0,0.0,2028983.0,456973.0,366643.0,1148363.0,0.0,1971979.0,579125.0,660765.0,1239890.0,82005398.97999999,673868.0,562822.0,1236690.0,64325078.620000005,2476580.0,301811.0,243118.0,708064.0,0.0,1252993.0,274649.0,240498.0,708440.0,0.0,1223587.0,612509.0,690190.0,1302699.0,86236223.67999999,712556.0,599844.0,1312400.0,69052000.02000001,2615099.0,339040.0,276775.0,709250.0,0.0,1325065.0,307934.0,269604.0,712496.0,0.0,1290034.0,732220.0,877204.0,1609424.0,112560046.55,931794.0,725059.0,1656853.0,86210740.35,3266277.0,490022.0,371269.0,802723.0,0.0,1664014.0,455607.0,356771.0,789885.0,0.0,1602263.0
서정리,9645.0,61674.0,71319.0,4100723.0,61981.0,6671.0,68652.0,1232134.0,139971.0,0.0,9.0,71617.0,0.0,71626.0,0.0,9.0,68336.0,0.0,68345.0,4019,24115,28134.0,1596627.3,20845,1332,22177.0,88190.2,50311.0,0.0,0.0,24864.0,0.0,24864.0,0.0,0.0,25447.0,0.0,25447.0,4164,25925,30089,1643758,21922,1993,23915,126365,54004.0,0,0.0,26086.0,0.0,26086,0,0.0,27918.0,0.0,27918,3688.0,28605.0,32293.0,1677467.75,22999.0,1739.0,24738.0,101979.25,57031.0,0.0,0.0,26687.0,0.0,26687.0,0.0,0.0,30344.0,0.0,30344.0,2504.0,17848.0,20352.0,1088260.1,15118.0,1335.0,16453.0,81400.0,36805.0,0.0,0.0,17622.0,0.0,17622.0,0.0,0.0,19183.0,0.0,19183.0,4749.0,19937.0,24686.0,1143426.53,14124.0,3460.0,17584.0,198437.87,42270.0,0.0,0.0,18873.0,0.0,18873.0,0.0,0.0,23397.0,0.0,23397.0,6179.0,25691.0,31870.0,1599574.27,18964.0,4128.0,23092.0,257017.73,54962.0,0.0,0.0,25143.0,0.0,25143.0,0.0,0.0,29819.0,0.0,29819.0
