station,down_on_2016,down_off_2016,down_total_2016,down_kilo_2016,up_on_2016,up_off_2016,up_total_2016,up_kilo_2016,total_2016,on_ktx_2016,on_saemaul_2016,on_mugungwha_2016,on_commute_2016,on_total_2016,off_ktx_2016,off_saemaul_2016,off_mugungwha_2016,off_commute_2016,off_total_2016,down_on_2017,down_off_2017,down_total_2017,down_kilo_2017,up_on_2017,up_off_2017,up_total_2017,up_kilo_2017,total_2017,on_ktx_2017,on_saemaul_2017,on_mugungwha_2017,on_commute_2017,on_total_2017,off_ktx_2017,off_saemaul_2017,off_mugungwha_2017,off_commute_2017,off_total_2017,down_on_2018,down_off_2018,down_total_2018,down_kilo_2018,up_on_2018,up_off_2018,up_total_2018,up_kilo_2018,total_2018,on_ktx_2018,on_saemaul_2018,on_mugungwha_2018,on_commute_2018,on_total_2018,off_ktx_2018,off_saemaul_2018,off_mugungwha_2018,off_commute_2018,off_total_2018,down_on_2019,down_off_2019,down_total_2019,down_kilo_2019,up_on_2019,up_off_2019,up_total_2019,up_kilo_2019,total_2019,on_ktx_2019,on_saemaul_2019,on_mugungwha_2019,on_commute_2019,on_total_2019,off_ktx_2019,off_saemaul_2019,off_mugungwha_2019,off_commute_2019,off_total_2019,down_on_2020,down_off_2020,down_total_2020,down_kilo_2020,up_on_2020,up_off_2020,up_total_2020,up_kilo_2020,total_2020,on_ktx_2020,on_saemaul_2020,on_mugungwha_2020,on_commute_2020,on_total_2020,off_ktx_2020,off_saemaul_2020,off_mugungwha_2020,off_commute_2020,off_total_2020,down_on_2021,down_off_2021,down_total_2021,down_kilo_2021,up_on_2021,up_off_2021,up_total_2021,up_kilo_2021,total_2021,on_ktx_2021,on_saemaul_2021,on_mugungwha_2021,on_commute_2021,on_total_2021,off_ktx_2021,off_saemaul_2021,off_mugungwha_2021,off_commute_2021,off_total_2021,down_on_2022,down_off_2022,down_total_2022,down_kilo_2022,up_on_2022,up_off_2022,up_total_2022,up_kilo_2022,total_2022,on_ktx_2022,on_saemaul_2022,on_mugungwha_2022,on_commute_2022,on_total_2022,off_ktx_2022,off_saemaul_2022,off_mugungwha_2022,off_commute_2022,off_total_2022
영천,223881.0,140542.0,364423.0,31740075.0,138995.0,224558.0,363553.0,18391300.0,727976.0,0.0,252.0,362624.0,0.0,362876.0,0.0,241.0,364859.0,0.0,365100.0,235381,159634,395015.0,7661430.4,160081,235169,395250.0,11266940.5,790265.0,0.0,66.0,395396.0,0.0,395462.0,0.0,60.0,394743.0,0.0,394803.0,271496,146005,417501,6918516,152926,277455,430381,13040230,847882.0,0,595.0,423827.0,0.0,424422,0,324.0,423136.0,0.0,423460,267891.0,139516.0,407407.0,6537800.28,149552.0,275418.0,424970.0,13021923.12,832377.0,0.0,494.0,416949.0,0.0,417443.0,0.0,771.0,414163.0,0.0,414934.0,168466.0,88215.0,256681.0,4177046.89,101465.0,176263.0,277728.0,8346186.21,534409.0,0.0,0.0,269931.0,0.0,269931.0,0.0,0.0,264478.0,0.0,264478.0,194150.0,104978.0,299128.0,4931455.35,112661.0,193154.0,305815.0,9073618.55,604943.0,0.0,0.0,306811.0,0.0,306811.0,0.0,0.0,298132.0,0.0,298132.0,65502.0,282623.0,348125.0,12464285.42,279666.0,60602.0,340268.0,2647880.98,688393.0,0.0,368.0,344800.0,0.0,345168.0,0.0,381.0,342844.0,0.0,343225.0
예당,3068.0,5591.0,8659.0,1106459.0,7568.0,2689.0,10257.0,166718.0,18916.0,0.0,0.0,10636.0,0.0,10636.0,0.0,0.0,8280.0,0.0,8280.0,2717,4605,7322.0,504513.2,5870,3048,8918.0,333931.9,16240.0,0.0,0.0,8587.0,0.0,8587.0,0.0,0.0,7653.0,0.0,7653.0,2125,3804,5929,448481,4360,2273,6633,267980,12562.0,0,0.0,6485.0,0.0,6485,0,0.0,6077.0,0.0,6077,2096.0,3339.0,5435.0,437202.35,4367.0,2300.0,6667.0,301157.65,12102.0,0.0,0.0,6463.0,0.0,6463.0,0.0,0.0,5639.0,0.0,5639.0,1448.0,1785.0,3233.0,235734.66,2402.0,1464.0,3866.0,193342.04,7099.0,0.0,0.0,3850.0,0.0,3850.0,0.0,0.0,3249.0,0.0,3249.0,1485.0,1337.0,2822.0,124572.67,1922.0,1709.0,3631.0,159233.13,6453.0,0.0,0.0,3407.0,0.0,3407.0,0.0,0.0,3046.0,0.0,3046.0,1930.0,1202.0,3132.0,90309.98,2183.0,1980.0,4163.0,148763.52,7295.0,0.0,0.0,4113.0,0.0,4113.0,0.0,0.0,3182.0,0.0,3182.0
예미,3953.0,12917.0,16870.0,665226.0,14627.0,3288.0,17915.0,142371.0,34785.0,0.0,378.0,18202.0,0.0,18580.0,0.0,373.0,15832.0,0.0,16205.0,3164,12659,15823.0,1554053.0,14365,2781,17146.0,358754.7,32969.0,0.0,334.0,17195.0,0.0,17529.0,0.0,240.0,15200.0,0.0,15440.0,3221,12437,15658,1607048,14424,2466,16890,338326,32548.0,0,297.0,17348.0,0.0,17645,0,180.0,14723.0,0.0,14903,3732.0,12611.0,16343.0,1510556.34,14034.0,3107.0,17141.0,396110.16,33484.0,0.0,383.0,17383.0,0.0,17766.0,0.0,262.0,15456.0,0.0,15718.0,1927.0,8629.0,10556.0,1014071.4,9504.0,1696.0,11200.0,215020.2,21756.0,0.0,178.0,11253.0,0.0,11431.0,0.0,110.0,10215.0,0.0,10325.0,1723.0,9090.0,10813.0,986301.59,9640.0,1845.0,11485.0,199521.31,22298.0,0.0,24.0,11339.0,0.0,11363.0,0.0,8.0,10927.0,0.0,10935.0,2230.0,9933.0,12163.0,1121040.17,10633.0,2254.0,12887.0,253476.33,25050.0,0.0,196.0,12667.0,0.0,12863.0,0.0,152.0,12035.0,0.0,12187.0
예산,58354.0,312343.0,370697.0,10838302.0,304441.0,53684.0,358125.0,6023344.0,728822.0,0.0,96090.0,266705.0,0.0,362795.0,0.0,97434.0,268593.0,0.0,366027.0,49007,302357,351364.0,22534609.6,294057,46857,340914.0,3466212.9,692278.0,0.0,98625.0,244439.0,0.0,343064.0,0.0,102070.0,247144.0,0.0,349214.0,50012,308359,358371,22680683,299630,47614,347244,3481066,705615.0,0,100375.0,249267.0,0.0,349642,0,107124.0,248849.0,0.0,355973,50943.0,318251.0,369194.0,23332427.4,310293.0,47838.0,358131.0,3493106.7,727325.0,0.0,106770.0,254466.0,0.0,361236.0,0.0,112674.0,253415.0,0.0,366089.0,29955.0,199607.0,229562.0,14187702.85,193936.0,28984.0,222920.0,2057363.25,452482.0,0.0,64977.0,158914.0,0.0,223891.0,0.0,69690.0,158901.0,0.0,228591.0,35163.0,219089.0,254252.0,15188772.45,214421.0,33883.0,248304.0,2340597.0500000003,502556.0,0.0,76190.0,173394.0,0.0,249584.0,0.0,82343.0,170629.0,0.0,252972.0,41051.0,262330.0,303381.0,18567324.1,260327.0,39436.0,299763.0,2783197.8,603144.0,0.0,100993.0,200385.0,0.0,301378.0,0.0,104835.0,196931.0,0.0,301766.0
예천,15489.0,1872.0,17361.0,182333.0,1689.0,21389.0,23078.0,919727.0,40439.0,0.0,0.0,17178.0,0.0,17178.0,0.0,0.0,23261.0,0.0,23261.0,13597,2370,15967.0,233016.3,1740,21097,22837.0,1999381.6,38804.0,0.0,132.0,15205.0,0.0,15337.0,0.0,132.0,23335.0,0.0,23467.0,12857,2418,15275,270986,1812,16976,18788,1820788,34063.0,0,56.0,14613.0,0.0,14669,0,56.0,19338.0,0.0,19394,11174.0,5393.0,16567.0,356183.7,3903.0,10810.0,14713.0,723732.8,31280.0,0.0,46.0,15031.0,0.0,15077.0,0.0,46.0,16157.0,0.0,16203.0,7534.0,3940.0,11474.0,242395.52,3727.0,7416.0,11143.0,456244.98,22617.0,0.0,0.0,11261.0,0.0,11261.0,0.0,0.0,11356.0,0.0,11356.0,6092.0,2361.0,8453.0,144356.23,2904.0,5658.0,8562.0,345941.37,17015.0,0.0,0.0,8996.0,0.0,8996.0,0.0,0.0,8019.0,,8019.0,9252.0,3778.0,13030.0,224251.81,4532.0,8727.0,13259.0,518010.99,26289.0,0.0,0.0,13784.0,0.0,13784.0,0.0,0.0,12505.0,0.0,12505.0
오근장,81149.0,50552.0,131701.0,3786345.0,56454.0,79893.0,136347.0,4978919.0,268048.0,0.0,305.0,137298.0,0.0,137603.0,0.0,283.0,130162.0,0.0,130445.0,84919,55619,140538.0,4144106.9,60282,85483,145765.0,6190817.5,286303.0,0.0,538.0,144663.0,0.0,145201.0,0.0,538.0,140564.0,0.0,141102.0,87292,59046,146338,4180339,62979,86895,149874,6102756,296212.0,0,335.0,149936.0,0.0,150271,0,335.0,145606.0,0.0,145941,80698.0,71173.0,151871.0,4943000.24,81228.0,86334.0,167562.0,5955910.16,319433.0,0.0,336.0,161590.0,0.0,161926.0,0.0,336.0,157171.0,0.0,157507.0,45653.0,50828.0,96481.0,3387794.03,54883.0,47803.0,102686.0,3186171.37,199167.0,0.0,0.0,100536.0,0.0,100536.0,0.0,0.0,98631.0,0.0,98631.0,67474.0,39481.0,106955.0,2683103.69,43070.0,69184.0,112254.0,4701700.71,219209.0,0.0,0.0,110544.0,0.0,110544.0,0.0,0.0,108665.0,0.0,108665.0,85353.0,51894.0,137247.0,3658930.04,57716.0,86348.0,144064.0,5804429.96,281311.0,0.0,590.0,142479.0,0.0,143069.0,0.0,290.0,137952.0,0.0,138242.0
오산,39989.0,139824.0,179813.0,7900056.0,156466.0,43798.0,200264.0,8527471.0,380077.0,0.0,0.0,196455.0,0.0,196455.0,0.0,0.0,183622.0,0.0,183622.0,23798,83093,106891.0,5020291.0,66342,19026,85368.0,1149507.9,192259.0,0.0,0.0,90140.0,0.0,90140.0,0.0,0.0,102119.0,0.0,102119.0,27456,85429,112885,5643892,79948,22408,102356,1480391,215241.0,0,0.0,107404.0,0.0,107404,0,0.0,107837.0,0.0,107837,26528.0,88124.0,114652.0,5688081.55,88623.0,24281.0,112904.0,1567249.65,227556.0,0.0,0.0,115151.0,0.0,115151.0,0.0,0.0,112405.0,0.0,112405.0,14214.0,57360.0,71574.0,3648413.68,60618.0,16706.0,77324.0,1062594.12,148898.0,0.0,0.0,74832.0,0.0,74832.0,0.0,0.0,74066.0,0.0,74066.0,17084.0,63873.0,80957.0,3803196.1,56554.0,17197.0,73751.0,1023962.6,154708.0,0.0,0.0,73638.0,0.0,73638.0,0.0,0.0,81070.0,0.0,81070.0,21658.0,70624.0,92282.0,4204594.93,60855.0,19681.0,80536.0,1171706.97,172818.0,0.0,0.0,82513.0,0.0,82513.0,0.0,0.0,90305.0,0.0,90305.0
오수,3982.0,36548.0,40530.0,8369492.0,36347.0,4179.0,40526.0,676162.0,81056.0,0.0,0.0,40329.0,0.0,40329.0,0.0,0.0,40727.0,0.0,40727.0,4034,35912,39946.0,4668943.9,34745,4225,38970.0,540435.6,78916.0,0.0,389.0,38390.0,0.0,38779.0,0.0,389.0,39748.0,0.0,40137.0,3977,34009,37986,4208851,32790,4322,37112,534878,75098.0,0,0.0,36767.0,0.0,36767,0,0.0,38331.0,0.0,38331,4551.0,33499.0,38050.0,4085592.21,32600.0,4940.0,37540.0,602490.39,75590.0,0.0,0.0,37151.0,0.0,37151.0,0.0,0.0,38439.0,0.0,38439.0,2605.0,24326.0,26931.0,2728844.57,23752.0,2949.0,26701.0,330813.23,53632.0,0.0,0.0,26357.0,0.0,26357.0,0.0,0.0,27275.0,0.0,27275.0,2708.0,25232.0,27940.0,2762832.46,24777.0,2948.0,27725.0,322797.64,55665.0,0.0,0.0,27485.0,0.0,27485.0,0.0,0.0,28180.0,0.0,28180.0,3506.0,28920.0,32426.0,3102935.96,28653.0,3769.0,32422.0,404390.24,64848.0,0.0,0.0,32159.0,0.0,32159.0,0.0,0.0,32689.0,0.0,32689.0
옥산,14838.0,717.0,15555.0,23231.0,784.0,11482.0,12266.0,1240056.0,27821.0,0.0,0.0,15622.0,0.0,15622.0,0.0,0.0,12199.0,0.0,12199.0,13738,744,14482.0,71187.8,724,10160,10884.0,972134.0,25366.0,0.0,0.0,14462.0,0.0,14462.0,0.0,0.0,10904.0,0.0,10904.0,13619,800,14419,76929,755,10186,10941,979501,25360.0,0,0.0,14374.0,0.0,14374,0,0.0,10986.0,0.0,10986,10918.0,848.0,11766.0,23357.33,1037.0,8935.0,9972.0,246105.87,21738.0,0.0,0.0,11955.0,0.0,11955.0,0.0,0.0,9783.0,0.0,9783.0,7624.0,745.0,8369.0,19679.44,776.0,6252.0,7028.0,165148.76,15397.0,0.0,0.0,8400.0,0.0,8400.0,0.0,0.0,6997.0,0.0,6997.0,6121.0,672.0,6793.0,15555.7,588.0,5721.0,6309.0,132431.8,13102.0,0.0,0.0,6709.0,0.0,6709.0,0.0,0.0,6393.0,0.0,6393.0,8541.0,1254.0,9795.0,31080.77,1362.0,7753.0,9115.0,192160.43,18910.0,0.0,0.0,9903.0,0.0,9903.0,0.0,0.0,9007.0,0.0,9007.0
옥천,57833.0,156423.0,214256.0,19990859.0,149099.0,57796.0,206895.0,8230150.0,421151.0,0.0,6.0,206926.0,0.0,206932.0,0.0,6.0,214213.0,0.0,214219.0,54441,162887,217328.0,14685349.0,159403,53408,212811.0,4815087.2,430139.0,0.0,0.0,213844.0,0.0,213844.0,0.0,0.0,216295.0,0.0,216295.0,52348,173354,225702,15368771,170584,52321,222905,4826471,448607.0,0,0.0,222932.0,0.0,222932,0,607.0,225068.0,0.0,225675,49236.0,173363.0,222599.0,15187513.56,180454.0,52029.0,232483.0,4558014.94,455082.0,0.0,0.0,229690.0,0.0,229690.0,0.0,0.0,225392.0,0.0,225392.0,30552.0,109372.0,139924.0,8958622.91,116142.0,32983.0,149125.0,2701626.19,289049.0,0.0,0.0,146694.0,0.0,146694.0,0.0,0.0,142355.0,0.0,142355.0,38043.0,109486.0,147529.0,8780064.69,114275.0,38876.0,153151.0,3117602.21,300680.0,0.0,0.0,152318.0,0.0,152318.0,0.0,0.0,148362.0,0.0,148362.0,46248.0,123910.0,170158.0,9803121.58,136583.0,45629.0,182212.0,3631965.02,352370.0,0.0,853.0,181978.0,0.0,182831.0,0.0,2072.0,167467.0,0.0,169539.0
온양온천,179495.0,304945.0,484440.0,4360714.0,319774.0,170083.0,489857.0,17212399.0,974297.0,0.0,93275.0,405994.0,0.0,499269.0,0.0,83028.0,392000.0,0.0,475028.0,183099,249270,432369.0,19343072.9,254272,172212,426484.0,13270540.0,858853.0,0.0,107354.0,330017.0,0.0,437371.0,0.0,100903.0,320579.0,0.0,421482.0,176323,237498,413821,18571378,240892,163216,404108,12679602,817929.0,0,105930.0,311285.0,0.0,417215,0,99790.0,300924.0,0.0,400714,169092.0,226450.0,395542.0,17636783.13,231381.0,157820.0,389201.0,12227708.47,784743.0,0.0,105038.0,295435.0,0.0,400473.0,0.0,101623.0,282647.0,0.0,384270.0,94053.0,127397.0,221450.0,9956699.71,133447.0,89355.0,222802.0,6936106.289999999,444252.0,0.0,62766.0,164734.0,0.0,227500.0,0.0,58830.0,157922.0,0.0,216752.0,102504.0,116624.0,219128.0,9001369.42,126260.0,100934.0,227194.0,7628613.58,446322.0,0.0,69115.0,159649.0,0.0,228764.0,0.0,63089.0,154469.0,0.0,217558.0,123981.0,145724.0,269705.0,11515881.11,159521.0,120405.0,279926.0,9330259.89,549631.0,0.0,89364.0,194138.0,0.0,283502.0,0.0,80807.0,185322.0,0.0,266129.0
완사,618.0,2030.0,2648.0,197925.0,2048.0,587.0,2635.0,64277.0,5283.0,0.0,0.0,2666.0,0.0,2666.0,0.0,0.0,2617.0,0.0,2617.0,598,2604,3202.0,218300.5,2383,674,3057.0,56503.3,6259.0,0.0,0.0,2981.0,0.0,2981.0,0.0,0.0,3278.0,0.0,3278.0,573,3273,3846,307392,3023,613,3636,57571,7482.0,0,0.0,3596.0,0.0,3596,0,0.0,3886.0,0.0,3886,644.0,3262.0,3906.0,272149.13,3062.0,659.0,3721.0,54980.47,7627.0,0.0,0.0,3706.0,0.0,3706.0,0.0,0.0,3921.0,0.0,3921.0,352.0,2418.0,2770.0,184448.11,2249.0,406.0,2655.0,30970.19,5425.0,0.0,0.0,2601.0,0.0,2601.0,0.0,0.0,2824.0,0.0,2824.0,405.0,2720.0,3125.0,236457.85,2757.0,398.0,3155.0,34599.35,6280.0,0.0,0.0,3162.0,0.0,3162.0,0.0,0.0,3118.0,0.0,3118.0,692.0,3058.0,3750.0,240630.55,3086.0,732.0,3818.0,57600.25,7568.0,0.0,0.0,3778.0,0.0,3778.0,0.0,0.0,3790.0,0.0,3790.0
왜관,693808.0,204953.0,898761.0,49147729.0,212586.0,686870.0,899456.0,60297831.0,1798217.0,0.0,25782.0,880612.0,0.0,906394.0,0.0,26199.0,865624.0,0.0,891823.0,706611,200190,906801.0,11846500.0,194978,689978,884956.0,40221646.5,1791757.0,0.0,25959.0,875630.0,0.0,901589.0,0.0,25898.0,864270.0,0.0,890168.0,719344,199282,918626,11560606,194691,704297,898988,40405699,1817614.0,0,24830.0,889205.0,0.0,914035,0,27180.0,876399.0,0.0,903579,705743.0,193609.0,899352.0,11128509.69,192047.0,702580.0,894627.0,39776154.61,1793979.0,0.0,25029.0,872761.0,0.0,897790.0,0.0,28746.0,867443.0,0.0,896189.0,421886.0,111629.0,533515.0,6187773.34,108884.0,414115.0,522999.0,22684761.56,1056514.0,0.0,15417.0,515353.0,0.0,530770.0,0.0,18978.0,506766.0,0.0,525744.0,426144.0,131670.0,557814.0,7098509.12,134315.0,422078.0,556393.0,22781351.98,1114207.0,0.0,17688.0,542771.0,0.0,560459.0,0.0,24133.0,529615.0,0.0,553748.0,497483.0,147651.0,645134.0,8194791.88,154396.0,497028.0,651424.0,26752652.72,1296558.0,0.0,42907.0,608972.0,0.0,651879.0,0.0,41786.0,602893.0,0.0,644679.0
용궁,3953.0,337.0,4290.0,26724.0,164.0,4127.0,4291.0,252160.0,8581.0,0.0,0.0,4117.0,0.0,4117.0,0.0,0.0,4464.0,0.0,4464.0,3635,382,4017.0,50769.2,178,3428,3606.0,455593.4,7623.0,0.0,0.0,3813.0,0.0,3813.0,0.0,0.0,3810.0,0.0,3810.0,3619,906,4525,116753,316,3198,3514,412113,8039.0,0,0.0,3935.0,0.0,3935,0,0.0,4104.0,0.0,4104,2281.0,880.0,3161.0,52256.0,469.0,2118.0,2587.0,125770.7,5748.0,0.0,0.0,2750.0,0.0,2750.0,0.0,0.0,2998.0,0.0,2998.0,1729.0,435.0,2164.0,24574.8,407.0,1658.0,2065.0,93666.7,4229.0,0.0,0.0,2136.0,0.0,2136.0,0.0,0.0,2093.0,0.0,2093.0,1122.0,438.0,1560.0,21082.58,421.0,1183.0,1604.0,56942.22,3164.0,0.0,0.0,1543.0,0.0,1543.0,0.0,0.0,1621.0,,1621.0,1718.0,594.0,2312.0,25194.69,628.0,1916.0,2544.0,81267.71,4856.0,0.0,0.0,2346.0,0.0,2346.0,0.0,0.0,2510.0,0.0,2510.0
용문,39696.0,58209.0,97905.0,3137465.0,62531.0,44387.0,106918.0,7377119.0,204823.0,0.0,0.0,102227.0,0.0,102227.0,0.0,0.0,102596.0,0.0,102596.0,37308,61632,98940.0,3904749.8,64030,41945,105975.0,2657462.5,204915.0,0.0,0.0,101338.0,0.0,101338.0,0.0,0.0,103577.0,0.0,103577.0,30596,82858,113454,5376097,92204,37246,129450,2422341,242904.0,0,7358.0,115442.0,0.0,122800,0,5320.0,114784.0,0.0,120104,34184.0,99874.0,134058.0,6659349.140000001,109171.0,40604.0,149775.0,2731936.56,283833.0,0.0,10334.0,133021.0,0.0,143355.0,0.0,6673.0,133805.0,0.0,140478.0,18945.0,73804.0,92749.0,4475737.350000001,77919.0,22020.0,99939.0,1358747.25,192688.0,0.0,7526.0,89338.0,0.0,96864.0,0.0,4715.0,91109.0,0.0,95824.0,18467.0,69079.0,87546.0,4458949.239999999,77277.0,19417.0,96694.0,1253477.86,184240.0,0.0,57.0,95687.0,0.0,95744.0,0.0,41.0,88455.0,0.0,88496.0,25298.0,82755.0,108053.0,5557627.42,92988.0,26248.0,119236.0,1759947.78,227289.0,0.0,3840.0,114446.0,0.0,118286.0,0.0,2464.0,106539.0,0.0,109003.0
용산,6200824.0,2732.0,6203556.0,36062.0,12600.0,6576995.0,6589595.0,1413307362.0,12793151.0,4277477.0,428313.0,1507634.0,0.0,6213424.0,4665968.0,403207.0,1510552.0,0.0,6579727.0,7011841,2845,7014686.0,723588.5,16268,7286579,7302847.0,1653443838.3,14317533.0,5023611.0,497177.0,1507321.0,0.0,7028109.0,5353591.0,481207.0,1454626.0,0.0,7289424.0,7000030,3043,7003073,728052,14102,7177492,7191594,1590390634,14194667.0,4923025,530128.0,1560979.0,0.0,7014132,5137021,508801.0,1534713.0,0.0,7180535,6901602.0,3538.0,6905140.0,861326.87,15177.0,6861766.0,6876943.0,1522970051.13,13782083.0,4704656.0,578928.0,1633195.0,0.0,6916779.0,4699123.0,557307.0,1608874.0,0.0,6865304.0,4197654.0,1897.0,4199551.0,496018.95,8250.0,4174182.0,4182432.0,920711845.85,8381983.0,2929698.0,342486.0,933720.0,0.0,4205904.0,2921822.0,301057.0,953200.0,0.0,4176079.0,4475203.0,1825.0,4477028.0,469670.12,8820.0,4517821.0,4526641.0,990105722.18,9003669.0,3261370.0,369578.0,853075.0,0.0,4484023.0,3265793.0,357953.0,895900.0,0.0,4519646.0,5986199.0,5824.0,5992023.0,1481224.76,14483.0,6151681.0,6166164.0,1343492976.94,12158187.0,4505174.0,514295.0,981213.0,0.0,6000682.0,4559461.0,531395.0,1066649.0,0.0,6157505.0
웅천,11966.0,65275.0,77241.0,5881277.0,66122.0,11797.0,77919.0,528505.0,155160.0,0.0,20690.0,57398.0,0.0,78088.0,0.0,22315.0,54757.0,0.0,77072.0,12486,64929,77415.0,8213240.0,63495,12233,75728.0,1553387.7000000002,153143.0,0.0,21372.0,54609.0,0.0,75981.0,0.0,23673.0,53489.0,0.0,77162.0,11761,62590,74351,7790749,61475,12026,73501,1511007,147852.0,0,20578.0,52658.0,0.0,73236,0,22681.0,51935.0,0.0,74616,10778.0,62374.0,73152.0,7745556.86,60388.0,10516.0,70904.0,1320988.44,144056.0,0.0,20919.0,50247.0,0.0,71166.0,0.0,23503.0,49387.0,0.0,72890.0,6199.0,36233.0,42432.0,4635926.41,35410.0,5899.0,41309.0,761058.69,83741.0,0.0,12621.0,28988.0,0.0,41609.0,0.0,13616.0,28516.0,0.0,42132.0,5483.0,35106.0,40589.0,4340932.69,34043.0,5490.0,39533.0,693331.61,80122.0,0.0,12650.0,26876.0,0.0,39526.0,0.0,14836.0,25760.0,0.0,40596.0,6459.0,43686.0,50145.0,5455410.03,42421.0,6416.0,48837.0,811846.97,98982.0,0.0,16363.0,32517.0,0.0,48880.0,0.0,18602.0,31500.0,0.0,50102.0
원동,42261.0,43034.0,85295.0,9562154.0,41790.0,48262.0,90052.0,3262511.0,175347.0,0.0,1146.0,82905.0,0.0,84051.0,0.0,70.0,91226.0,0.0,91296.0,49326,46354,95680.0,1571666.4,41463,51910,93373.0,1710947.6,189053.0,0.0,1741.0,89048.0,0.0,90789.0,0.0,58.0,98206.0,0.0,98264.0,46770,37659,84429,1266104,34775,49562,84337,1634821,168766.0,0,1070.0,80475.0,0.0,81545,0,35.0,87186.0,0.0,87221,46789.0,40315.0,87104.0,1330258.02,37626.0,51171.0,88797.0,1668330.48,175901.0,0.0,859.0,83556.0,0.0,84415.0,0.0,228.0,91258.0,0.0,91486.0,16990.0,17303.0,34293.0,492230.28,15711.0,19621.0,35332.0,558172.02,69625.0,0.0,0.0,32701.0,0.0,32701.0,0.0,0.0,36924.0,0.0,36924.0,21078.0,19966.0,41044.0,578087.97,18445.0,22897.0,41342.0,662951.03,82386.0,0.0,0.0,39523.0,0.0,39523.0,0.0,0.0,42863.0,0.0,42863.0,23160.0,27582.0,50742.0,821359.13,20745.0,18906.0,39651.0,562998.17,90393.0,0.0,0.0,43905.0,0.0,43905.0,0.0,0.0,46488.0,0.0,46488.0
원주,174595.0,758065.0,932660.0,69041405.0,756581.0,168354.0,924935.0,21325351.0,1857595.0,0.0,92546.0,838630.0,0.0,931176.0,0.0,77419.0,849000.0,0.0,926419.0,165883,729320,895203.0,70357094.19999999,728689,158347,887036.0,16041173.6,1782239.0,0.0,56420.0,838152.0,0.0,894572.0,0.0,44099.0,843568.0,0.0,887667.0,149959,569161,719120,54715512,572755,144450,717205,14361932,1436325.0,0,38369.0,684345.0,0.0,722714,0,37529.0,676082.0,0.0,713611,154279.0,526762.0,681041.0,49849329.19,531492.0,152409.0,683901.0,15026476.51,1364942.0,0.0,50499.0,635272.0,0.0,685771.0,0.0,51894.0,627277.0,0.0,679171.0,98588.0,302115.0,400703.0,27691792.21,300167.0,96489.0,396656.0,8902238.79,797359.0,0.0,27886.0,370869.0,0.0,398755.0,0.0,31676.0,366928.0,0.0,398604.0,129418.0,311978.0,441396.0,27482783.19,314811.0,128522.0,443333.0,11172536.91,884729.0,177783.0,81.0,266365.0,0.0,444229.0,176576.0,63.0,263861.0,0.0,440500.0,189509.0,430593.0,620102.0,39030760.2,442579.0,185307.0,627886.0,16659709.7,1247988.0,277663.0,13480.0,340945.0,0.0,632088.0,268838.0,11864.0,335198.0,0.0,615900.0
음성,21699.0,50709.0,72408.0,5730117.0,49854.0,18919.0,68773.0,457840.0,141181.0,0.0,0.0,71553.0,0.0,71553.0,0.0,0.0,69628.0,0.0,69628.0,20888,52432,73320.0,3638397.2,49117,20613,69730.0,1430391.4,143050.0,0.0,0.0,70005.0,0.0,70005.0,0.0,0.0,73045.0,0.0,73045.0,19715,53942,73657,3680815,49537,18524,68061,1275432,141718.0,0,59.0,69193.0,0.0,69252,0,86.0,72380.0,0.0,72466,21738.0,50345.0,72083.0,3403256.36,46223.0,21751.0,67974.0,1470339.24,140057.0,0.0,0.0,67961.0,0.0,67961.0,0.0,0.0,72096.0,0.0,72096.0,16444.0,34513.0,50957.0,2191232.76,29675.0,15986.0,45661.0,1014952.24,96618.0,0.0,0.0,46119.0,0.0,46119.0,0.0,0.0,50499.0,0.0,50499.0,11824.0,44106.0,55930.0,2905077.11,43119.0,11975.0,55094.0,788742.99,111024.0,0.0,0.0,54943.0,0.0,54943.0,0.0,0.0,56081.0,0.0,56081.0,13935.0,49983.0,63918.0,3404431.75,52227.0,15081.0,67308.0,1027193.95,131226.0,0.0,0.0,66162.0,0.0,66162.0,0.0,0.0,65064.0,0.0,65064.0
의성,20128.0,30506.0,50634.0,6137807.0,27142.0,18844.0,45986.0,1062802.0,96620.0,0.0,0.0,47270.0,0.0,47270.0,0.0,0.0,49350.0,0.0,49350.0,19817,27135,46952.0,2540158.6,24761,19695,44456.0,1817951.9,91408.0,0.0,356.0,44222.0,0.0,44578.0,0.0,356.0,46474.0,0.0,46830.0,20497,24940,45437,2396013,23660,19671,43331,1859815,88768.0,0,437.0,43720.0,0.0,44157,0,437.0,44174.0,0.0,44611,21427.0,23187.0,44614.0,2273080.2,22498.0,20573.0,43071.0,2045577.7,87685.0,0.0,187.0,43738.0,0.0,43925.0,0.0,187.0,43573.0,0.0,43760.0,13628.0,13063.0,26691.0,1297626.49,14159.0,13527.0,27686.0,1343718.41,54377.0,0.0,0.0,27787.0,0.0,27787.0,0.0,0.0,26590.0,0.0,26590.0,11305.0,16016.0,27321.0,1620744.36,16653.0,11227.0,27880.0,1136119.94,55201.0,0.0,0.0,27958.0,0.0,27958.0,0.0,0.0,27243.0,0.0,27243.0,11930.0,19403.0,31333.0,1930825.59,20673.0,14347.0,35020.0,1427694.41,66353.0,0.0,0.0,32603.0,0.0,32603.0,0.0,0.0,33750.0,0.0,33750.0
