"행정구역(시군구)별","이동규모별",2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022
"행정구역(시군구)별","이동규모별",총전입 (건),총전출 (건),순이동 (건),총전입 (건),총전출 (건),순이동 (건),총전입 (건),총전출 (건),순이동 (건),총전입 (건),총전출 (건),순이동 (건),총전입 (건),총전출 (건),순이동 (건),총전입 (건),총전출 (건),순이동 (건),총전입 (건),총전출 (건),순이동 (건)
"당진군","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전라북도","계",163737,169712,-5975,157626,164564,-6938,162415,174991,-12576,157601,169758,-12157,172515,181252,-8737,163853,170269,-6416,147929,153484,-5555
"전주시","계",60379,63527,-3148,55850,59514,-3664,64341,65429,-1088,64690,64777,-87,70802,70570,232,67340,67636,-296,58654,62453,-3799
"군산시","계",25071,26377,-1306,22226,24302,-2076,25015,26637,-1622,23477,25105,-1628,27047,28352,-1305,25076,25952,-876,21922,23121,-1199
"익산시","계",24532,25877,-1345,28000,27336,664,24023,27988,-3965,23370,27293,-3923,25012,28313,-3301,25510,27553,-2043,22070,24204,-2134
"정읍시","계",8523,8995,-472,9289,10071,-782,8504,9405,-901,8489,9475,-986,9250,10255,-1005,8179,8838,-659,7966,8251,-285
"남원시","계",6536,6911,-375,6183,6651,-468,6542,6897,-355,6416,7042,-626,7442,7648,-206,6389,6829,-440,5864,6350,-486
"김제시","계",7098,7765,-667,6769,7163,-394,6629,7302,-673,6332,6970,-638,6876,7403,-527,7061,7432,-371,7002,5770,1232
"완주군","계",8306,8273,33,7802,7742,60,7666,8401,-735,7173,8225,-1052,8589,8549,40,7858,7855,3,8527,7442,1085
"진안군","계",1971,1969,2,2187,1876,311,2021,2128,-107,1976,2002,-26,2024,2092,-68,1915,1945,-30,1721,1778,-57
"무주군","계",1544,1650,-106,1593,1593,0,1732,1711,21,1576,1631,-55,1727,1775,-48,1635,1642,-7,1488,1382,106
"장수군","계",1987,1592,395,1466,1848,-382,2183,1768,415,1622,2123,-501,1528,1720,-192,1414,1559,-145,1294,1353,-59
"임실군","계",3132,3010,122,3115,3053,62,3410,3236,174,2935,3500,-565,2258,3215,-957,2129,2323,-194,2244,2100,144
"순창군","계",2774,2990,-216,2502,2623,-121,2397,2703,-306,2070,2513,-443,2233,2515,-282,1878,2317,-439,2108,1906,202
"고창군","계",6569,5921,648,6184,5944,240,3978,6445,-2467,3713,4656,-943,3820,4298,-478,3817,4241,-424,3571,3784,-213
"부안군","계",5315,4855,460,4460,4848,-388,3974,4941,-967,3762,4446,-684,3907,4547,-640,3652,4147,-495,3498,3590,-92
"전라남도","계",159063,165308,-6245,158053,162806,-4753,159766,168019,-8253,163017,170704,-7687,173799,184126,-10327,165120,171589,-6469,145329,146925,-1596
"목포시","계",23917,25071,-1154,21831,24211,-2380,22680,24121,-1441,21313,23146,-1833,24199,27571,-3372,22453,25446,-2993,20168,20788,-620
"여수시","계",23755,25235,-1480,22728,24895,-2167,21929,23942,-2013,26253,26355,-102,26809,28442,-1633,24952,26681,-1729,22741,23480,-739
"순천시","계",23824,25078,-1254,24887,25187,-300,25153,25932,-779,26636,27414,-778,30154,28715,1439,25831,26242,-411,22408,24284,-1876
"나주시","계",13472,10740,2732,13702,10754,2948,13838,12054,1784,12572,12005,567,12800,12262,538,12849,11849,1000,11146,10906,240
"여천시","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"광양시","계",13634,12556,1078,13470,13466,4,14273,13867,406,15849,15540,309,13513,17460,-3947,13266,14524,-1258,12192,10869,1323
"담양군","계",3937,3800,137,4204,4087,117,4298,4437,-139,4214,4262,-48,4150,4449,-299,4352,4416,-64,3653,3642,11
"곡성군","계",2236,2370,-134,2415,2432,-17,2393,2595,-202,2192,2570,-378,2130,2597,-467,2274,2443,-169,2023,1997,26
"구례군","계",2408,2205,203,2612,2411,201,2631,2712,-81,2348,2629,-281,2242,2763,-521,2119,2266,-147,1857,2097,-240
"여천군","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"고흥군","계",3892,4192,-300,3967,4142,-175,4281,4570,-289,4304,4524,-220,4485,4765,-280,4204,4388,-184,4058,3861,197
"보성군","계",2910,3264,-354,2748,3121,-373,2972,3405,-433,2587,3355,-768,2883,3305,-422,2651,2974,-323,2328,2559,-231
"화순군","계",4644,5000,-356,4614,4927,-313,5011,5314,-303,4511,5297,-786,5099,5100,-1,5133,4883,250,4340,4329,11
"장흥군","계",2910,4946,-2036,3145,3266,-121,2991,3539,-548,2622,3042,-420,2723,3117,-394,2370,2974,-604,2154,2370,-216
"강진군","계",2457,3078,-621,2393,2808,-415,2497,2880,-383,2377,2850,-473,2564,2902,-338,2469,2661,-192,2125,2160,-35
"해남군","계",4663,5317,-654,4221,5139,-918,4222,5159,-937,4445,5197,-752,4327,5102,-775,4360,4838,-478,3808,4144,-336
"영암군","계",4468,5060,-592,4199,4975,-776,4161,4676,-515,4614,4616,-2,4541,4821,-280,4965,4958,7,4278,4102,176
"무안군","계",6904,7063,-159,7624,7021,603,6745,7394,-649,6577,7027,-450,11063,8611,2452,11730,8567,3163,7821,7860,-39
"함평군","계",2499,2668,-169,2861,2781,80,2628,3089,-461,2503,2736,-233,2316,2725,-409,2453,2660,-207,2125,2123,2
"영광군","계",3945,4335,-390,3833,4304,-471,4030,4369,-339,4270,4364,-94,3903,4427,-524,3848,4375,-527,4218,3569,649
"장성군","계",3843,3960,-117,4042,3850,192,4293,4352,-59,4798,4563,235,4291,5009,-718,4267,4591,-324,3965,3561,404
"완도군","계",3208,3371,-163,3124,3275,-151,3233,3531,-298,3088,3476,-388,3364,3705,-341,2949,3510,-561,2697,3040,-343
"진도군","계",2038,2151,-113,2100,2183,-83,2078,2289,-211,1926,2173,-247,3140,2434,706,2266,2852,-586,2044,2165,-121
"신안군","계",3499,3848,-349,3333,3571,-238,3429,3792,-363,3018,3563,-545,3103,3844,-741,3359,3491,-132,3180,3019,161
"경상북도","계",213718,219317,-5599,210443,217333,-6890,214184,223508,-9324,217277,223883,-6606,230516,247815,-17299,233783,234591,-808,203711,209577,-5866
"포항시","계",35293,38829,-3536,34159,37254,-3095,37089,40447,-3358,36831,39499,-2668,41435,44919,-3484,44622,42051,2571,34285,39008,-4723
"경주시","계",19327,19882,-555,19241,20407,-1166,20253,20930,-677,20048,21123,-1075,20890,22356,-1466,21430,22115,-685,18298,19025,-727
"김천시","계",14059,13516,543,12968,12680,288,11420,12807,-1387,13124,12912,212,12853,13159,-306,12905,12838,67,11554,11588,-34
"안동시","계",14599,14720,-121,14725,15641,-916,14164,16117,-1953,13278,14308,-1030,15838,16440,-602,14107,14747,-640,12413,13084,-671
"구미시","계",36569,38526,-1957,38076,38521,-445,34802,36224,-1422,35802,38404,-2602,37647,40882,-3235,36319,38953,-2634,32938,35611,-2673
"영주시","계",9176,9678,-502,7891,8389,-498,7821,8735,-914,7258,8173,-915,7922,9012,-1090,8267,8554,-287,7873,8094,-221
"영천시","계",8133,7974,159,8642,8249,393,9812,8593,1219,10589,9661,928,10848,10839,9,11461,11126,335,9146,9102,44
"상주시","계",7076,7271,-195,7090,7376,-286,7809,7701,108,9242,8268,974,7808,10264,-2456,8152,8759,-607,7676,7438,238
"문경시","계",5690,6208,-518,5219,5949,-730,5301,5984,-683,6809,6191,618,7057,7367,-310,7818,7513,305,6818,6554,264
"경산시","계",23205,23596,-391,23201,23382,-181,24283,24028,255,24476,24110,366,27285,27119,166,29370,27313,2057,24759,24106,653
"군위군","계",1852,1658,194,1869,1649,220,2061,2061,0,1861,1697,164,1764,2071,-307,1785,1717,68,2087,1405,682
"의성군","계",3166,3190,-24,3083,3071,12,3506,3370,136,3767,3493,274,3735,3896,-161,3373,3440,-67,3448,2931,517
"청송군","계",1787,1727,60,1731,1786,-55,1814,1828,-14,1846,1816,30,1973,2029,-56,1771,1867,-96,1685,1566,119
"영양군","계",1015,1070,-55,907,975,-68,1016,978,38,1010,1122,-112,1025,1112,-87,954,1001,-47,959,981,-22
"영덕군","계",2740,2635,105,2420,2647,-227,2608,2638,-30,2361,2720,-359,2421,2956,-535,2423,2771,-348,2353,2365,-12
"청도군","계",3323,3219,104,3298,3223,75,3468,3439,29,3433,3356,77,3267,3530,-263,3442,3337,105,3214,2900,314
"고령군","계",2314,2470,-156,2283,2422,-139,2182,2607,-425,2146,2420,-274,2287,2864,-577,2186,2500,-314,2303,2135,168
"성주군","계",3762,3417,345,3702,3442,260,3775,3888,-113,3496,3719,-223,3782,4092,-310,3340,3438,-98,3140,2977,163
"칠곡군","계",9683,9562,121,8598,9901,-1303,8451,9868,-1417,8253,9435,-1182,8765,10579,-1814,8863,9216,-353,7871,8361,-490
"예천군","계",3528,2849,679,4438,3088,1350,5585,3816,1769,4781,3885,896,4991,4562,429,4389,4042,347,4359,3845,514
"봉화군","계",2134,2159,-25,2016,2101,-85,2172,2208,-36,1928,2184,-256,2024,2281,-257,1989,2229,-240,1931,1989,-58
"울진군","계",3973,3795,178,3521,3845,-324,3454,3846,-392,3717,4017,-300,3826,4029,-203,3649,3826,-177,3187,3359,-172
"울릉군","계",1314,1366,-52,1365,1335,30,1338,1395,-57,1221,1370,-149,1073,1457,-384,1168,1238,-70,1414,1153,261
"경상남도","계",268490,271636,-3146,264833,270544,-5711,258718,267454,-8736,263060,275261,-12201,275841,293436,-17595,266031,281820,-15789,238201,255741,-17540
"창원시","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"창원시","계",78620,85377,-6757,77751,85529,-7778,78522,83199,-4677,77539,85350,-7811,86068,93608,-7540,83964,87926,-3962,74050,81381,-7331
"울산시","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"마산시","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"진주시","계",30016,29559,457,27748,28432,-684,28640,29807,-1167,30941,30956,-15,33578,33344,234,31239,31471,-232,27837,29662,-1825
"진해시","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"통영시","계",11416,12251,-835,9907,11465,-1558,10909,12225,-1316,9960,11409,-1449,9872,11785,-1913,9299,10945,-1646,8683,9907,-1224
"사천시","계",9528,9919,-391,9354,9596,-242,9496,9398,98,9117,10001,-884,10769,11156,-387,9557,9998,-441,9544,9303,241
"김해시","계",36655,37893,-1238,39434,39261,173,37430,37637,-207,46650,44146,2504,41952,43739,-1787,40574,44138,-3564,37216,39895,-2679
"밀양시","계",8649,8272,377,7919,8126,-207,7724,8146,-422,8066,8634,-568,9179,9421,-242,8478,8859,-381,8419,8087,332
"거제시","계",25929,26162,-233,23046,26423,-3377,22667,25918,-3251,19997,21790,-1793,21043,23193,-2150,19346,22768,-3422,17033,20340,-3307
"양산시","계",32054,25384,6670,35064,26141,8923,29781,24951,4830,28093,27707,386,29759,29791,-32,30205,29732,473,25019,26029,-1010
"의령군","계",2045,2168,-123,2005,2009,-4,2051,2028,23,1903,2055,-152,2104,2165,-61,2093,2118,-25,1973,1836,137
"함안군","계",5175,5302,-127,4905,5137,-232,4461,5010,-549,4117,4835,-718,4349,5029,-680,4246,4978,-732,3909,4251,-342
"창녕군","계",5713,5436,277,5394,5332,62,5156,5522,-366,4634,5212,-578,5332,5614,-282,5187,5444,-257,3989,4688,-699
"양산군","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"고성군","계",3472,3815,-343,3355,3640,-285,3413,3714,-301,3337,3719,-382,3402,3808,-406,3506,3718,-212,3798,3240,558
"남해군","계",2640,2906,-266,2675,2743,-68,2647,2804,-157,2908,2820,88,2831,3061,-230,2837,3059,-222,2684,2745,-61
"하동군","계",4302,4542,-240,4049,4358,-309,3411,4166,-755,3698,4189,-491,3144,4178,-1034,2916,3627,-711,2704,3025,-321
"산청군","계",2854,2653,201,3089,2732,357,2763,2861,-98,2699,2869,-170,2882,3021,-139,2774,2785,-11,2513,2350,163
"함양군","계",2761,2631,130,2975,2720,255,3167,3032,135,2814,2882,-68,2724,2913,-189,2741,2942,-201,2417,2478,-61
"거창군","계",3415,3534,-119,3137,3437,-300,3608,3731,-123,3801,3738,63,3933,4109,-176,4112,4128,-16,3683,3792,-109
"합천군","계",3246,3832,-586,3026,3463,-437,2872,3305,-433,2786,2949,-163,2920,3501,-581,2957,3184,-227,2730,2732,-2
"제주특별자치도","계",68545,58790,9755,69621,60342,9279,69953,64327,5626,65846,64279,1567,69060,67721,1339,66976,65388,1588,62569,61002,1567
"제주시","계",49469,43508,5961,47883,43291,4592,50278,46561,3717,47453,45832,1621,50014,48743,1271,47431,46882,549,44312,43680,632
"서귀포시","계",19076,15282,3794,21738,17051,4687,19675,17766,1909,18393,18447,-54,19046,18978,68,19545,18506,1039,18257,17322,935
"북제주군","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"남제주군","계",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
