name,score,reviewNum,price,link
제주 토끼섬힐링하우스펜션,4.5,3.0,180000.0,/pension/10042725
제주 하도리움펜션,5.0,10.0,300000.0,/pension/10049091
제주 비자림빌리지펜션,5.0,2.0,295000.0,/pension/10046585
서귀포 해리안호텔,5.0,29.0,,/pension/1000092745
제주 오름펜션,4.0,27.0,61200.0,/pension/1000099447
제주 해품달독채펜션,5.0,7.0,171000.0,/pension/1000105459
제주 e하우스 펜션,5.0,16.0,50000.0,/pension/1000094855
제주 인더뷰풀빌라,5.0,12.0,,/pension/10048386
서귀포 대평올레펜션,5.0,2.0,79000.0,/pension/10046388
제주 노루마당펜션,5.0,2.0,145600.0,/pension/10046991
"제주 보롬코지펜션(전객실오션뷰,신축)",4.6,381.0,114000.0,/pension/3014675
서귀포 제주가원펜션,5.0,2.0,62000.0,/pension/10044656
제주 협재블리스펜션,4.9,192.0,130000.0,/pension/3016953
제주 유에프오펜션,4.0,3.0,50000.0,/pension/10044068
서귀포 올레돔펜션(바베큐행사),4.7,143.0,59000.0,/pension/1000113796
제주 인트로펜션,5.0,2.0,,/pension/10044993
서귀포 블랑블루펜션,4.6,100.0,79000.0,/pension/1000112392
제주 선흘안풀빌라(넓은평수 감성숙소),4.9,15.0,240000.0,/pension/10052164
"제주 경복민박펜션(노천자쿠지, 노천족욕탕)",5.0,8.0,220000.0,/pension/10046942
서귀포 제주스카이힐펜션,4.6,19.0,55000.0,/pension/10042412
제주 더문독채풀빌라,5.0,2.0,550000.0,/pension/10044498
서귀포 은빌레펜션,4.5,4.0,,/pension/1000111981
서귀포 바라크라펜션,5.0,1.0,100000.0,/pension/10052551
서귀포 캠파제주펜션(마운틴뷰),3.0,5.0,50000.0,/pension/10043405
서귀포 푸르미르펜션,5.0,16.0,39000.0,/pension/10049708
제주 가까이에파도소리펜션,4.5,28.0,,/pension/1000088131
제주 해밀리조트,2.7,7.0,45000.0,/pension/10043427
서귀포 하루호텔펜션,4.5,2.0,,/pension/10052191
서귀포 성산포사랑펜션,5.0,2.0,65000.0,/pension/10044133
제주 어반트리펜션,4.7,38.0,76300.0,/pension/3018507
제주 팜힐스펜션,5.0,4.0,70000.0,/pension/1000110204
서귀포 푸른제주펜션,4.8,45.0,60000.0,/pension/1000112268
제주 풀스토리풀빌라,4.9,44.0,240000.0,/pension/3017788
제주 종달리수국집펜션,5.0,16.0,,/pension/1000093054
서귀포 표선맨션A(신규오픈),4.9,15.0,127080.0,/pension/10043458
서귀포 제주봄뮤지엄스테이펜션,5.0,37.0,112000.0,/pension/3016574
제주 호유동스테이펜션,5.0,7.0,,/pension/10048872
서귀포 귤향기펜션,4.7,22.0,55000.0,/pension/3020452
제주 라임펜션,4.9,21.0,,/pension/10041768
서귀포 여행스케치펜션,4.0,4.0,40000.0,/pension/1000113848
제주 다몽채독채풀빌라,3.3,3.0,70000.0,/pension/10044094
서귀포 귤낭하우스펜션,4.4,141.0,98100.0,/pension/3016116
