,h17_merkey,pid,inhouse_num,relation,sex,birth,edu,edu_detail,disable_type,disable_degree,marriage,religion,live_together,industry,job,inc_regular,inc_temp,inc_owner,age,sex_factor,marriage2,religion_factor,inc,inc_log,h17_reg5,h17_reg7,region5,region7
0,20101.0,201.0,1.0,10.0,2.0,1945.0,4.0,5.0,0.0,0.0,2.0,1,1.0,,,,,,78,female,2.0,yes,,,1.0,1.0,서울,서울
1,30101.0,301.0,1.0,10.0,1.0,1948.0,3.0,5.0,0.0,0.0,2.0,0,1.0,75.0,942.0,,2064.0,,75,male,2.0,no,2064.0,7.6324011266014535,1.0,1.0,서울,서울
2,40101.0,401.0,1.0,10.0,1.0,1942.0,7.0,3.0,0.0,0.0,3.0,1,1.0,42.0,762.0,,1200.0,,81,male,2.0,yes,1200.0,7.090076835776092,1.0,1.0,서울,서울
3,60101.0,601.0,1.0,10.0,1.0,1962.0,6.0,5.0,0.0,0.0,1.0,1,1.0,47.0,855.0,3216.0,,,61,male,1.0,yes,3216.0,8.075893630298857,1.0,1.0,서울,서울
4,60101.0,602.0,2.0,20.0,2.0,1963.0,5.0,5.0,0.0,0.0,1.0,1,1.0,84.0,399.0,,1680.0,,60,female,1.0,yes,1680.0,7.426549072397305,1.0,1.0,서울,서울
5,60101.0,603.0,3.0,11.0,2.0,2003.0,5.0,1.0,0.0,0.0,5.0,1,1.0,,,,,,20,female,0.0,yes,,,1.0,1.0,서울,서울
6,60101.0,604.0,4.0,1.0,1.0,1927.0,4.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,96,male,1.0,yes,,,1.0,1.0,서울,서울
7,80101.0,801.0,1.0,10.0,2.0,1940.0,3.0,3.0,1.0,2.0,2.0,1,1.0,84.0,941.0,,324.0,,83,female,2.0,yes,324.0,5.780743515792329,3.0,2.0,시,"수도권(경기, 인천)"
8,100101.0,1001.0,1.0,10.0,2.0,1970.0,5.0,5.0,0.0,0.0,3.0,1,1.0,97.0,151.0,,,360.0,53,female,2.0,yes,360.0,5.886104031450156,1.0,1.0,서울,서울
9,100101.0,1002.0,2.0,11.0,2.0,1992.0,4.0,3.0,0.0,0.0,5.0,0,1.0,,,,120.0,,31,female,0.0,no,120.0,4.787491742782046,1.0,1.0,서울,서울
10,120101.0,1201.0,1.0,10.0,1.0,1940.0,4.0,5.0,0.0,0.0,1.0,0,1.0,,,,,,83,male,1.0,no,,,1.0,1.0,서울,서울
11,120101.0,1202.0,2.0,20.0,2.0,1941.0,2.0,0.0,0.0,0.0,1.0,0,1.0,,,,,,82,female,1.0,no,,,1.0,1.0,서울,서울
12,140101.0,1401.0,1.0,10.0,1.0,1962.0,6.0,5.0,0.0,0.0,5.0,1,1.0,,,,359.0,,61,male,0.0,yes,359.0,5.883322388488279,1.0,1.0,서울,서울
13,150101.0,1501.0,1.0,10.0,1.0,1978.0,7.0,5.0,0.0,0.0,1.0,0,1.0,94.0,399.0,,3270.0,,45,male,1.0,no,3270.0,8.0925452638913,1.0,1.0,서울,서울
14,150101.0,1502.0,2.0,20.0,2.0,1975.0,7.0,5.0,0.0,0.0,1.0,0,1.0,85.0,254.0,,2627.0,,48,female,1.0,no,2627.0,7.87359778968554,1.0,1.0,서울,서울
15,150101.0,1503.0,3.0,11.0,2.0,2004.0,5.0,1.0,0.0,0.0,0.0,0,1.0,,,,,,19,female,,no,,,1.0,1.0,서울,서울
16,150101.0,1504.0,4.0,12.0,2.0,2008.0,4.0,1.0,0.0,0.0,0.0,0,1.0,,,,,,15,female,,no,,,1.0,1.0,서울,서울
17,160101.0,1601.0,1.0,10.0,1.0,1941.0,5.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,82,male,1.0,yes,,,1.0,1.0,서울,서울
18,160101.0,1602.0,2.0,20.0,2.0,1942.0,3.0,5.0,0.0,0.0,1.0,1,1.0,65.0,510.0,,1200.0,,81,female,1.0,yes,1200.0,7.090076835776092,1.0,1.0,서울,서울
19,170101.0,1701.0,1.0,10.0,1.0,1964.0,3.0,5.0,1.0,1.0,5.0,0,1.0,,,,,,59,male,0.0,no,,,1.0,1.0,서울,서울
20,200101.0,2001.0,1.0,10.0,1.0,1975.0,7.0,5.0,0.0,0.0,5.0,1,1.0,47.0,521.0,,,4000.0,48,male,0.0,yes,4000.0,8.294049640102028,1.0,1.0,서울,서울
21,240101.0,2402.0,1.0,10.0,1.0,1961.0,4.0,5.0,0.0,0.0,1.0,0,1.0,42.0,783.0,,4590.0,,62,male,1.0,no,4590.0,8.431635303054591,1.0,1.0,서울,서울
22,240101.0,2401.0,2.0,20.0,2.0,1961.0,4.0,5.0,0.0,0.0,1.0,1,1.0,56.0,952.0,,583.0,,62,female,1.0,yes,583.0,6.368187186350492,1.0,1.0,서울,서울
23,240101.0,2404.0,3.0,12.0,2.0,1986.0,6.0,3.0,0.0,0.0,5.0,0,1.0,74.0,399.0,3470.0,,,37,female,0.0,no,3470.0,8.151909872940905,1.0,1.0,서울,서울
24,250101.0,2506.0,1.0,10.0,1.0,1952.0,5.0,5.0,0.0,0.0,1.0,0,1.0,42.0,783.0,,3720.0,,71,male,1.0,no,3720.0,8.221478947267192,1.0,1.0,서울,서울
25,250101.0,2501.0,2.0,20.0,2.0,1962.0,5.0,5.0,0.0,0.0,1.0,1,1.0,75.0,941.0,,1800.0,,61,female,1.0,yes,1800.0,7.495541943884256,1.0,1.0,서울,서울
26,250101.0,2503.0,3.0,12.0,2.0,1985.0,7.0,3.0,0.0,0.0,3.0,0,1.0,,,2320.0,,,38,female,2.0,no,2320.0,7.749322464660356,1.0,1.0,서울,서울
27,250101.0,2504.0,4.0,13.0,1.0,1992.0,5.0,5.0,0.0,0.0,5.0,0,1.0,91.0,286.0,,1980.0,,31,male,0.0,no,1980.0,7.590852123688581,1.0,1.0,서울,서울
28,260101.0,2601.0,1.0,10.0,2.0,1961.0,4.0,5.0,0.0,0.0,3.0,1,1.0,97.0,951.0,,,1800.0,62,female,2.0,yes,1800.0,7.495541943884256,3.0,2.0,시,"수도권(경기, 인천)"
29,261101.0,2651.0,1.0,10.0,1.0,1984.0,7.0,3.0,0.0,0.0,1.0,0,1.0,47.0,531.0,,,1200.0,39,male,1.0,no,1200.0,7.090076835776092,1.0,1.0,서울,서울
30,261101.0,2602.0,2.0,20.0,2.0,1982.0,6.0,5.0,0.0,0.0,1.0,0,1.0,47.0,531.0,,,1800.0,41,female,1.0,no,1800.0,7.495541943884256,1.0,1.0,서울,서울
31,261101.0,2652.0,3.0,11.0,2.0,2020.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,3,female,,no,,,1.0,1.0,서울,서울
32,280101.0,2802.0,1.0,10.0,1.0,1971.0,7.0,5.0,0.0,0.0,5.0,0,1.0,52.0,873.0,,4200.0,,52,male,0.0,no,4200.0,8.34283980427146,3.0,7.0,시,전라/제주
33,280101.0,2803.0,2.0,2.0,2.0,1945.0,5.0,5.0,0.0,0.0,2.0,1,1.0,,,,,,78,female,2.0,yes,,,3.0,7.0,시,전라/제주
34,300101.0,3001.0,1.0,10.0,1.0,1943.0,3.0,5.0,0.0,0.0,2.0,1,1.0,,,,,,80,male,2.0,yes,,,1.0,1.0,서울,서울
35,380101.0,3801.0,1.0,10.0,1.0,1972.0,7.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,51,male,1.0,yes,,,1.0,1.0,서울,서울
36,380101.0,3802.0,2.0,20.0,2.0,1974.0,6.0,5.0,0.0,0.0,1.0,1,1.0,64.0,111.0,8060.0,,,49,female,1.0,yes,8060.0,8.994668835500674,1.0,1.0,서울,서울
37,380101.0,3803.0,3.0,11.0,2.0,2006.0,4.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,17,female,,yes,,,1.0,1.0,서울,서울
38,380101.0,3804.0,4.0,12.0,2.0,2006.0,4.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,17,female,,yes,,,1.0,1.0,서울,서울
39,390101.0,3902.0,1.0,10.0,2.0,1954.0,4.0,5.0,1.0,2.0,3.0,0,1.0,97.0,421.0,,3264.0,,69,female,2.0,no,3264.0,8.090708716083997,1.0,1.0,서울,서울
40,410101.0,4102.0,1.0,10.0,2.0,1941.0,3.0,3.0,0.0,0.0,2.0,1,1.0,,,,,,82,female,2.0,yes,,,1.0,1.0,서울,서울
41,450101.0,4501.0,1.0,10.0,1.0,1972.0,7.0,5.0,0.0,0.0,1.0,0,1.0,71.0,313.0,4744.0,,,51,male,1.0,no,4744.0,8.464635940677562,1.0,1.0,서울,서울
42,450101.0,4502.0,2.0,20.0,2.0,1973.0,7.0,3.0,0.0,0.0,1.0,0,1.0,74.0,313.0,5110.0,,,50,female,1.0,no,5110.0,8.53895468319775,1.0,1.0,서울,서울
43,450101.0,4503.0,3.0,11.0,1.0,2004.0,5.0,1.0,0.0,0.0,0.0,0,1.0,,,,,,19,male,,no,,,1.0,1.0,서울,서울
44,460101.0,4602.0,1.0,10.0,2.0,1936.0,3.0,5.0,0.0,0.0,2.0,0,1.0,,,,,,87,female,2.0,no,,,1.0,1.0,서울,서울
45,470101.0,4701.0,1.0,10.0,1.0,1968.0,5.0,3.0,1.0,1.0,5.0,1,1.0,25.0,842.0,3160.0,,,55,male,0.0,yes,3160.0,8.058327306580958,2.0,2.0,광역시,"수도권(경기, 인천)"
46,470101.0,4702.0,2.0,2.0,2.0,1940.0,2.0,0.0,0.0,0.0,6.0,1,9.0,,,,,,83,female,2.0,yes,,,2.0,2.0,광역시,"수도권(경기, 인천)"
47,480101.0,4805.0,1.0,10.0,1.0,1976.0,5.0,5.0,0.0,0.0,1.0,0,1.0,41.0,873.0,,3720.0,,47,male,1.0,no,3720.0,8.221478947267192,3.0,2.0,시,"수도권(경기, 인천)"
48,480101.0,4802.0,2.0,20.0,2.0,1982.0,5.0,5.0,0.0,0.0,1.0,1,1.0,87.0,421.0,,540.0,,41,female,1.0,yes,540.0,6.29156913955832,3.0,2.0,시,"수도권(경기, 인천)"
49,480101.0,4806.0,3.0,11.0,1.0,2010.0,3.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,13,male,,yes,,,3.0,2.0,시,"수도권(경기, 인천)"
50,480101.0,4807.0,4.0,12.0,2.0,2012.0,3.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,11,female,,yes,,,3.0,2.0,시,"수도권(경기, 인천)"
51,500101.0,5001.0,1.0,10.0,2.0,1937.0,3.0,3.0,0.0,0.0,3.0,1,1.0,,,,,,86,female,2.0,yes,,,1.0,1.0,서울,서울
52,540101.0,5403.0,1.0,10.0,1.0,1959.0,4.0,5.0,0.0,0.0,1.0,0,1.0,74.0,852.0,3535.0,,,64,male,1.0,no,3535.0,8.170468578330674,1.0,1.0,서울,서울
53,540101.0,5405.0,2.0,11.0,2.0,1995.0,5.0,5.0,0.0,0.0,5.0,0,1.0,,,,,,28,female,0.0,no,,,1.0,1.0,서울,서울
54,540101.0,5404.0,3.0,20.0,2.0,1967.0,5.0,5.0,0.0,0.0,1.0,0,1.0,14.0,930.0,,1920.0,,56,female,1.0,no,1920.0,7.560080465021827,1.0,1.0,서울,서울
55,540101.0,5406.0,4.0,12.0,2.0,1998.0,5.0,5.0,0.0,0.0,5.0,0,1.0,91.0,521.0,,2160.0,,25,female,0.0,no,2160.0,7.67786350067821,1.0,1.0,서울,서울
56,570101.0,5701.0,1.0,10.0,1.0,1955.0,4.0,5.0,0.0,0.0,1.0,1,1.0,74.0,941.0,,2124.0,,68,male,1.0,yes,2124.0,7.66105638236183,1.0,1.0,서울,서울
57,570101.0,5702.0,2.0,20.0,2.0,1958.0,5.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,65,female,1.0,yes,,,1.0,1.0,서울,서울
58,571701.0,5703.0,1.0,10.0,1.0,1982.0,6.0,5.0,0.0,0.0,5.0,0,1.0,47.0,521.0,2964.0,,,41,male,0.0,no,2964.0,7.994294986415977,3.0,2.0,시,"수도권(경기, 인천)"
59,590101.0,5901.0,1.0,10.0,1.0,1968.0,5.0,5.0,0.0,0.0,1.0,1,1.0,47.0,312.0,9400.0,,,55,male,1.0,yes,,,1.0,1.0,서울,서울
60,590101.0,5902.0,2.0,20.0,2.0,1970.0,5.0,5.0,0.0,0.0,1.0,1,1.0,66.0,272.0,,3900.0,,53,female,1.0,yes,3900.0,8.268731832117737,1.0,1.0,서울,서울
61,590101.0,5903.0,3.0,11.0,1.0,1994.0,5.0,5.0,6.0,1.0,5.0,1,1.0,,,,,,29,male,0.0,yes,,,1.0,1.0,서울,서울
62,590101.0,5904.0,4.0,12.0,1.0,1999.0,7.0,1.0,0.0,0.0,5.0,1,1.0,,,,,,24,male,0.0,yes,,,1.0,1.0,서울,서울
63,610101.0,6101.0,1.0,10.0,1.0,1973.0,8.0,5.0,0.0,0.0,1.0,1,1.0,19.0,273.0,11070.0,,,50,male,1.0,yes,,,1.0,1.0,서울,서울
64,610101.0,6102.0,2.0,20.0,2.0,1975.0,7.0,5.0,0.0,0.0,1.0,1,1.0,,,,544.0,,48,female,1.0,yes,544.0,6.298949246855942,1.0,1.0,서울,서울
65,610101.0,6103.0,3.0,11.0,1.0,2004.0,5.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,19,male,,yes,,,1.0,1.0,서울,서울
66,610101.0,6104.0,4.0,12.0,2.0,2007.0,4.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,16,female,,yes,,,1.0,1.0,서울,서울
67,630101.0,6301.0,1.0,10.0,1.0,1950.0,5.0,5.0,0.0,0.0,1.0,0,1.0,41.0,799.0,,2993.0,,73,male,1.0,no,2993.0,8.0040315078527,3.0,5.0,시,대전/충남/세종
68,630101.0,6302.0,2.0,20.0,2.0,1956.0,5.0,5.0,0.0,0.0,1.0,0,1.0,3.0,952.0,,2564.0,,67,female,1.0,no,2564.0,7.849323818040561,3.0,5.0,시,대전/충남/세종
69,660101.0,6601.0,1.0,10.0,1.0,1930.0,4.0,5.0,0.0,0.0,1.0,0,1.0,,,,,,93,male,1.0,no,,,1.0,1.0,서울,서울
70,660101.0,6602.0,2.0,20.0,2.0,1938.0,3.0,5.0,4.0,2.0,1.0,0,1.0,,,,,,85,female,1.0,no,,,1.0,1.0,서울,서울
71,710101.0,7101.0,1.0,10.0,2.0,1962.0,4.0,5.0,0.0,0.0,2.0,1,1.0,,,,,,61,female,2.0,yes,,,1.0,1.0,서울,서울
72,710101.0,7103.0,2.0,12.0,2.0,1991.0,6.0,5.0,0.0,0.0,1.0,1,8.0,96.0,422.0,2640.0,,,32,female,1.0,yes,2640.0,7.878534196140362,1.0,1.0,서울,서울
73,720101.0,7202.0,1.0,10.0,2.0,1959.0,7.0,5.0,0.0,0.0,2.0,1,1.0,,,,,,64,female,2.0,yes,,,1.0,1.0,서울,서울
74,720101.0,7203.0,2.0,11.0,2.0,1989.0,8.0,3.0,1.0,1.0,5.0,1,1.0,58.0,285.0,2768.0,,,34,female,0.0,yes,2768.0,7.92588031673756,1.0,1.0,서울,서울
75,720101.0,7204.0,3.0,12.0,2.0,1995.0,6.0,5.0,0.0,0.0,5.0,1,1.0,74.0,311.0,2780.0,,,28,female,0.0,yes,2780.0,7.930206206684683,1.0,1.0,서울,서울
76,720101.0,7205.0,4.0,13.0,2.0,1997.0,7.0,5.0,0.0,0.0,5.0,1,1.0,47.0,521.0,,810.0,,26,female,0.0,yes,810.0,6.697034247666484,1.0,1.0,서울,서울
77,740101.0,7401.0,1.0,10.0,2.0,1982.0,5.0,5.0,0.0,0.0,5.0,0,1.0,30.0,930.0,3372.0,,,41,female,0.0,no,3372.0,8.123261319121745,3.0,5.0,시,대전/충남/세종
78,740101.0,7402.0,2.0,32.0,2.0,1985.0,5.0,5.0,0.0,0.0,5.0,0,1.0,47.0,441.0,3412.0,,,38,female,0.0,no,3412.0,8.13505390861157,3.0,5.0,시,대전/충남/세종
79,740101.0,7403.0,3.0,2.0,2.0,1957.0,5.0,5.0,16.0,3.0,4.0,0,1.0,49.0,999.0,,305.0,,66,female,2.0,no,305.0,5.720311776607412,3.0,5.0,시,대전/충남/세종
80,770101.0,7702.0,1.0,10.0,1.0,1975.0,5.0,5.0,1.0,2.0,1.0,0,1.0,42.0,761.0,4632.0,,,48,male,1.0,no,4632.0,8.440744019252831,2.0,5.0,광역시,대전/충남/세종
81,780101.0,7801.0,1.0,10.0,1.0,1947.0,7.0,5.0,0.0,0.0,1.0,1,2.0,,,1770.0,,,76,male,1.0,yes,1770.0,7.478734825567875,1.0,1.0,서울,서울
82,780101.0,7802.0,2.0,20.0,2.0,1956.0,5.0,5.0,0.0,0.0,1.0,1,1.0,,,,1110.0,,67,female,1.0,yes,1110.0,7.01211529430638,1.0,1.0,서울,서울
83,781601.0,7803.0,1.0,10.0,1.0,1980.0,7.0,5.0,0.0,0.0,1.0,1,1.0,26.0,235.0,8200.0,,,43,male,1.0,yes,8200.0,9.011889433252344,1.0,1.0,서울,서울
84,781601.0,7851.0,2.0,20.0,2.0,1984.0,7.0,4.0,0.0,0.0,1.0,1,1.0,86.0,246.0,5100.0,,,39,female,1.0,yes,5100.0,8.536995818712418,1.0,1.0,서울,서울
85,790101.0,7901.0,1.0,10.0,1.0,1954.0,4.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,69,male,1.0,yes,,,1.0,1.0,서울,서울
86,790101.0,7902.0,2.0,20.0,2.0,1960.0,4.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,63,female,1.0,yes,,,1.0,1.0,서울,서울
87,790101.0,7903.0,3.0,11.0,1.0,1978.0,6.0,5.0,0.0,0.0,5.0,1,1.0,41.0,312.0,6350.0,,,45,male,0.0,yes,6350.0,8.756210091886738,1.0,1.0,서울,서울
88,790101.0,7904.0,4.0,13.0,2.0,1983.0,6.0,5.0,0.0,0.0,5.0,1,1.0,,,,,,40,female,0.0,yes,,,1.0,1.0,서울,서울
89,820101.0,8201.0,1.0,10.0,2.0,1946.0,5.0,5.0,0.0,0.0,2.0,0,1.0,,,,,,77,female,2.0,no,,,3.0,2.0,시,"수도권(경기, 인천)"
90,830101.0,8301.0,1.0,10.0,1.0,1965.0,5.0,5.0,0.0,0.0,1.0,1,1.0,14.0,721.0,,,3993.0,58,male,1.0,yes,3993.0,8.292298107063221,1.0,1.0,서울,서울
91,830101.0,8302.0,2.0,20.0,2.0,1968.0,5.0,5.0,0.0,0.0,1.0,1,1.0,14.0,721.0,,,,55,female,1.0,yes,,,1.0,1.0,서울,서울
92,830101.0,8303.0,3.0,11.0,2.0,1998.0,5.0,5.0,0.0,0.0,5.0,0,1.0,47.0,521.0,,1468.0,,25,female,0.0,no,1468.0,7.291656209174461,1.0,1.0,서울,서울
93,830101.0,8304.0,4.0,12.0,2.0,2001.0,5.0,5.0,0.0,0.0,5.0,0,1.0,,,,,,22,female,0.0,no,,,1.0,1.0,서울,서울
94,850101.0,8501.0,1.0,10.0,1.0,1958.0,5.0,5.0,0.0,0.0,1.0,1,1.0,41.0,149.0,,2400.0,,65,male,1.0,yes,2400.0,7.783224016336037,1.0,1.0,서울,서울
95,850101.0,8502.0,2.0,20.0,2.0,1959.0,5.0,5.0,0.0,0.0,1.0,1,1.0,,,,420.0,,64,female,1.0,yes,420.0,6.040254711277414,1.0,1.0,서울,서울
96,850101.0,8503.0,3.0,12.0,1.0,1988.0,6.0,5.0,0.0,0.0,5.0,0,1.0,,,,,,35,male,0.0,no,,,1.0,1.0,서울,서울
97,860101.0,8601.0,1.0,10.0,1.0,1960.0,4.0,5.0,0.0,0.0,1.0,0,1.0,10.0,710.0,,250.0,,63,male,1.0,no,250.0,5.521460917862246,1.0,1.0,서울,서울
98,860101.0,8602.0,2.0,20.0,2.0,1960.0,3.0,5.0,0.0,0.0,1.0,0,1.0,,,,1456.0,,63,female,1.0,no,1456.0,7.283448228756631,1.0,1.0,서울,서울
99,860101.0,8604.0,3.0,12.0,2.0,1989.0,6.0,5.0,0.0,0.0,5.0,0,1.0,47.0,521.0,,1800.0,,34,female,0.0,no,1800.0,7.495541943884256,1.0,1.0,서울,서울
100,861001.0,8603.0,1.0,10.0,1.0,1987.0,7.0,5.0,0.0,0.0,1.0,1,1.0,26.0,863.0,3755.0,,,36,male,1.0,yes,3755.0,8.230843564198235,3.0,2.0,시,"수도권(경기, 인천)"
101,861001.0,8651.0,2.0,20.0,2.0,1986.0,5.0,5.0,0.0,0.0,1.0,1,1.0,86.0,314.0,,1980.0,,37,female,1.0,yes,1980.0,7.590852123688581,3.0,2.0,시,"수도권(경기, 인천)"
102,861001.0,8652.0,3.0,11.0,1.0,2013.0,3.0,1.0,0.0,0.0,0.0,1,1.0,,,,,,10,male,,yes,,,3.0,2.0,시,"수도권(경기, 인천)"
103,861001.0,8653.0,4.0,12.0,2.0,2017.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,6,female,,yes,,,3.0,2.0,시,"수도권(경기, 인천)"
104,870101.0,8701.0,1.0,10.0,1.0,1961.0,3.0,5.0,0.0,0.0,3.0,0,1.0,41.0,910.0,,3234.0,,62,male,2.0,no,3234.0,8.081475040137052,3.0,2.0,시,"수도권(경기, 인천)"
105,870101.0,8702.0,2.0,11.0,2.0,1992.0,7.0,3.0,0.0,0.0,5.0,0,1.0,58.0,281.0,,1550.0,,31,female,0.0,no,1550.0,7.346010209913293,3.0,2.0,시,"수도권(경기, 인천)"
106,870101.0,8703.0,3.0,12.0,2.0,1996.0,7.0,3.0,0.0,0.0,5.0,0,1.0,18.0,285.0,2233.0,,,27,female,0.0,no,2233.0,7.711101251840158,3.0,2.0,시,"수도권(경기, 인천)"
107,870101.0,8704.0,4.0,2.0,2.0,1933.0,3.0,3.0,0.0,0.0,2.0,0,1.0,,,,,,90,female,2.0,no,,,3.0,2.0,시,"수도권(경기, 인천)"
108,880101.0,8801.0,1.0,10.0,1.0,1967.0,5.0,5.0,0.0,0.0,3.0,0,1.0,46.0,510.0,,1146.0,,56,male,2.0,no,1146.0,7.044032897274685,1.0,1.0,서울,서울
109,880101.0,8803.0,2.0,11.0,2.0,1994.0,7.0,5.0,0.0,0.0,5.0,0,1.0,59.0,521.0,,1440.0,,29,female,0.0,no,1440.0,7.272398392570047,1.0,1.0,서울,서울
110,920101.0,9202.0,1.0,10.0,2.0,1941.0,3.0,5.0,0.0,0.0,2.0,1,1.0,,,,,,82,female,2.0,yes,,,1.0,1.0,서울,서울
111,930101.0,9301.0,1.0,10.0,1.0,1936.0,4.0,5.0,0.0,0.0,1.0,0,1.0,,,,,,87,male,1.0,no,,,1.0,1.0,서울,서울
112,930101.0,9302.0,2.0,20.0,2.0,1940.0,3.0,5.0,1.0,2.0,1.0,0,1.0,,,,,,83,female,1.0,no,,,1.0,1.0,서울,서울
113,960101.0,9601.0,1.0,10.0,1.0,1957.0,4.0,5.0,0.0,0.0,1.0,0,2.0,42.0,792.0,,2790.0,,66,male,1.0,no,2790.0,7.933796874815411,1.0,1.0,서울,서울
114,960101.0,9602.0,2.0,20.0,2.0,1960.0,3.0,5.0,0.0,0.0,1.0,0,1.0,,,,,,63,female,1.0,no,,,1.0,1.0,서울,서울
115,961401.0,9603.0,1.0,10.0,1.0,1983.0,6.0,5.0,0.0,0.0,5.0,0,1.0,25.0,223.0,1580.0,230.0,,40,male,0.0,no,1810.0,7.501082124259871,3.0,2.0,시,"수도권(경기, 인천)"
116,970101.0,9701.0,1.0,10.0,1.0,1950.0,3.0,5.0,0.0,0.0,1.0,0,1.0,97.0,951.0,,720.0,,73,male,1.0,no,720.0,6.579251212010101,3.0,2.0,시,"수도권(경기, 인천)"
117,970101.0,9702.0,2.0,20.0,2.0,1953.0,3.0,5.0,0.0,0.0,1.0,1,1.0,97.0,951.0,,720.0,,70,female,1.0,yes,720.0,6.579251212010101,3.0,2.0,시,"수도권(경기, 인천)"
118,990101.0,9901.0,1.0,10.0,1.0,1959.0,5.0,5.0,0.0,0.0,1.0,0,1.0,41.0,875.0,,,12777.0,64,male,1.0,no,,,1.0,1.0,서울,서울
119,990101.0,9902.0,2.0,20.0,2.0,1961.0,5.0,5.0,0.0,0.0,1.0,0,1.0,,,,,,62,female,1.0,no,,,1.0,1.0,서울,서울
120,990101.0,9904.0,3.0,12.0,2.0,1990.0,7.0,5.0,0.0,0.0,5.0,0,1.0,20.0,312.0,3276.0,,,33,female,0.0,no,3276.0,8.09437844497296,1.0,1.0,서울,서울
121,1000101.0,10001.0,1.0,10.0,1.0,1954.0,6.0,5.0,0.0,0.0,1.0,0,1.0,75.0,862.0,,3000.0,,69,male,1.0,no,3000.0,8.006367567650246,1.0,1.0,서울,서울
122,1000101.0,10002.0,2.0,20.0,2.0,1955.0,5.0,3.0,0.0,0.0,1.0,0,1.0,75.0,941.0,,240.0,,68,female,1.0,no,240.0,5.480638923341991,1.0,1.0,서울,서울
123,1000101.0,10003.0,3.0,11.0,2.0,1981.0,7.0,5.0,0.0,0.0,3.0,0,1.0,91.0,312.0,6507.0,,,42,female,2.0,no,6507.0,8.780633799494984,1.0,1.0,서울,서울
124,1001701.0,10005.0,1.0,10.0,2.0,1989.0,6.0,5.0,0.0,0.0,1.0,0,1.0,86.0,246.0,3492.0,,,34,female,1.0,no,3492.0,8.158229916959494,1.0,1.0,서울,서울
125,1020101.0,10201.0,1.0,10.0,1.0,1971.0,4.0,3.0,15.0,2.0,1.0,0,1.0,,,,,,52,male,1.0,no,,,1.0,1.0,서울,서울
126,1020101.0,10202.0,2.0,20.0,2.0,1977.0,5.0,5.0,8.0,1.0,1.0,0,1.0,,,,,,46,female,1.0,no,,,1.0,1.0,서울,서울
127,1020101.0,10203.0,3.0,11.0,2.0,2000.0,6.0,5.0,0.0,0.0,5.0,0,1.0,87.0,247.0,,1300.0,,23,female,0.0,no,1300.0,7.170119543449628,1.0,1.0,서울,서울
128,1020101.0,10204.0,4.0,12.0,1.0,2002.0,6.0,1.0,0.0,0.0,5.0,0,4.0,,,,,,21,male,0.0,no,,,1.0,1.0,서울,서울
129,1030101.0,10301.0,1.0,10.0,2.0,1939.0,2.0,0.0,0.0,0.0,2.0,1,1.0,,,,,,84,female,2.0,yes,,,1.0,1.0,서울,서울
130,1050101.0,10502.0,1.0,10.0,2.0,1954.0,4.0,5.0,0.0,0.0,2.0,1,1.0,75.0,941.0,,864.0,,69,female,2.0,yes,864.0,6.761572768804055,1.0,1.0,서울,서울
131,1050901.0,10503.0,1.0,10.0,1.0,1978.0,6.0,3.0,0.0,0.0,1.0,0,1.0,84.0,311.0,6060.0,,,45,male,1.0,no,6060.0,8.70946507906336,3.0,2.0,시,"수도권(경기, 인천)"
132,1050901.0,10551.0,2.0,20.0,2.0,1982.0,6.0,5.0,0.0,0.0,1.0,1,1.0,,,,,,41,female,1.0,yes,,,3.0,2.0,시,"수도권(경기, 인천)"
133,1050901.0,10552.0,3.0,11.0,2.0,2014.0,3.0,1.0,0.0,0.0,0.0,0,1.0,,,,,,9,female,,no,,,3.0,2.0,시,"수도권(경기, 인천)"
134,1050901.0,10553.0,4.0,12.0,1.0,2016.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,7,male,,no,,,3.0,2.0,시,"수도권(경기, 인천)"
135,1090101.0,10901.0,1.0,10.0,1.0,1942.0,4.0,3.0,0.0,0.0,1.0,1,1.0,,,,,,81,male,1.0,yes,,,1.0,1.0,서울,서울
136,1090101.0,10902.0,2.0,20.0,2.0,1949.0,3.0,3.0,0.0,0.0,1.0,1,1.0,,,,,,74,female,1.0,yes,,,1.0,1.0,서울,서울
137,1090101.0,10903.0,3.0,121.0,1.0,1995.0,5.0,5.0,0.0,0.0,5.0,1,1.0,47.0,952.0,,2100.0,,28,male,0.0,yes,2100.0,7.649692623711514,1.0,1.0,서울,서울
